video_id,title,contract_id,category,category_sub1_name,category_sub2_name,season,phase,series_name,updated_at
CwQK9X8LdQc,Thu h?i ??t sÈt n?n cÛ ch?a h‡m l??ng Boron cao | NG??I TI U DŸNG H‘M NAY - 18/9/2018,141,News,TV,,,,,9/21/2018 3:10
xbU2rCh1bHM,"Thanh HÛa: Danh s·ch c·c doanh nghi?p n? thu? l?n, ??t 2 n?m 2018",138,News,TV,,,,,9/21/2018 3:10
vM64JtboPOQ,B?n lo?i ma t˙y ?o?t m?ng 7 ng??i | TIN T?C MEKONG - 18/9/2018,141,News,TV,,,,,9/21/2018 3:10
Fluo5y7b0-0,Nh?ng nh‚n ki?t Thanh HÛa th?i Tr?n - H? (K˝ s? Thanh HÛa tÍn ??t h?n ng??i - T?p 17),138,Travel,Vietnam,,,,,9/21/2018 3:10
Oem2DW4Oaf8,"B?p n?u ?ang khan h‡ng, t?ng gi· | B?N TIN KINH T? N‘NG NGHI?P - 19/9/2018",141,News,TV,,,,,9/21/2018 3:10
_afPRWbDu9w,Chuy?n v? Ùng ?? b?t ??c d? | CHUY?N 22 GI? - 18/9/2018,141,News,TV,,,,,9/21/2018 3:10
RHtCMrjyuv8,D˘ng gi?y b?c ?? gÛi th?c ph?m cÛ ??c h?i? | NG??I TI U DŸNG H‘M NAY -18/9/2018,141,Others,Others,,,,,9/21/2018 3:10
TLjn1QFf9i0,"Quy ??nh v? cÙng t·c k?t h?p qu‚n d‚n y trong kh·m, ch?a b?nh | C” TH? B?N QUAN T¬M - 20/9/2018 (unlisted)",141,News,TV,,,,,9/21/2018 3:10
BtzRsE6MahU,TuyÍn ·n v? l?a ??o chi?m ?o?t t‡i s?n g?n 100 t? ??ng | TIN T?C ?‘NG T¬Y - 20/9/2018,141,News,TV,,,,,9/21/2018 3:10
pCIDu78t78Q,"TÏm v? xÛm l?ng ?Ën, n?i l?u gi? k˝ ?c tu?i th? | CHUY?N 22 GI? - 19/9/2018",141,News,TV,,,,,9/21/2018 3:10
uSyBffcWntc,Nh?ng ch?u m??i gi? gi· g?p 5 l?n thÙng th??ng | B?N TIN KINH T? N‘NG NGHI?P - 20/9/2018,141,News,TV,,,,,9/21/2018 3:10
qML59droXdQ,"Thu v? h?n 1,5 t? ??ng/n?m nh? mÙ hÏnh ?a canh | TH?I S? H?U GIANG 19/9/2018",141,News,TV,,,,,9/21/2018 3:10
-d2QwYuzERw,Truy?n ng?n: Ti?ng giÛ th? d‡i | SAO KHU  L?P L¡NH K? 129 - 19/9/2018,141,Audiobooks,Others,,,,Sao Khu√™ L·∫•p l√°nh,9/21/2018 3:10
b0O3VGjRKpQ,C?n c?u ?? s?p xu?ng ???ng nhi?u ng??i tho·t ch?t | TIN T?C MEKONG - 19/9/2018,141,News,TV,,,,,9/21/2018 3:10
I6mt4LhmhRE,"T?i cho vay n?ng l„i, b? x? l˝ nh? th? n‡o? | M?T TH?N AN NINH - 19/9/2018",141,News,TV,,,,,9/21/2018 3:10
YgPta7wLfBI,D˘ng gi?y b?c ?? gÛi th?c ph?m cÛ ??c h?i? | NG??I TI U DŸNG H‘M NAY  - 19/9/2018,141,News,TV,,,,,9/21/2018 3:10
oCMtIh-NdoE,Th? A Thuy?n | H?C B?NG ADC - 19/9/2018.,141,Others,Others,,,,,9/21/2018 3:10
iXYUwQqQCRM,B?n tin th?i s? t?i 16/09/2018 | Truy?n hÏnh Thanh HÛa TTV,138,News,TV,,,,,9/21/2018 3:10
VyX3YDtBYa0,"B„o s? 6 Mangkhut suy y?u th‡nh ·p th?t nhi?t ??i, g‚y m?a to ? B?c B?",138,News,TV,,,,,9/21/2018 3:10
5EEquHlFqJw,"B?n Po?ng, x„ Tam Chung, huy?n M??ng L·t sau l? l?ch s?",138,News,TV,,,,,9/21/2018 3:10
fGwapLceUrg,"H??ng ?i m?i nh?t c?a siÍu b„o Mangkhut, gi?t c?p 17",138,News,TV,,,,,9/21/2018 3:10
kdFiFFsz-Gw,??p v‡ Nh‡ m·y Th?y ?i?n Trung S?n an to‡n v?n h‡nh bÏnh th??ng,138,News,TV,,,,,9/21/2018 3:10
xjxPRHTom7g,"B„o s? 5 suy y?u th‡nh ·p nh?t nhi?t ??i, siÍu b„o Mangkhut ti?n v‡o bi?n ?Ùng",138,News,TV,,,,,9/21/2018 3:10
9RX9RcQHn54,B?n tin th?i s? t?i 13/09/2018 | Truy?n hÏnh Thanh HÛa TTV,138,News,TV,,,,,9/21/2018 3:10
eIHYJdOwOzQ,"C?n t?nh t·o tr??c tin gi?, tin ??n th?t thi?t trÍn m?ng x„ h?i",138,News,TV,,,,,9/21/2018 3:10
PMjfJm_WYVI,B?n tin th?i s? t?i 15/09/2018 | Truy?n hÏnh Thanh HÛa TTV,138,News,TV,,,,,9/21/2018 3:10
XuFaUgyArbQ,Ho‡n c?nh m? gi‡ g?n 90 tu?i ph?i ch?m ch?ng v‡ con b?i li?t | C?n l?m nh?ng t?m lÚng S? 13,138,News,TV,,,,,9/21/2018 3:10
J1Pu3csLm8U,C?p nh?t h??ng ?i m?i nh?t c?a c?n b„o s? 6 ñ SiÍu b„o Mangkhut | D? b·o th?i ti?t ng‡y 15/9/2018,138,News,TV,,,,,9/21/2018 3:10
Cpo5MtkNd90,V? ??p r?ng ?i n˙i ?? v‡o thu,138,News,TV,,,,,9/21/2018 3:10
gmUYxQboyGM,"SiÍu b„o Mangkhut ?i v‡o khu v?c ?Ùng B?c bi?n ?Ùng, 3 t‡u c· H?u L?c ch?a th? liÍn l?c",138,News,TV,,,,,9/21/2018 3:10
UP8S2RdD778,B?n tin th?i s? t?i 14/09/2018 | Truy?n hÏnh Thanh HÛa TTV,138,News,TV,,,,,9/21/2018 3:10
PwqSqY_SWZs,Ch? tÙm Thanh HÛa - Nh?c ??n l‡ thËm,138,Lifestyle,Foods,,,,,9/21/2018 3:10
Gc5BHHFb7bw,B?n tin th?i s? t?i 19/09/2018 | Truy?n hÏnh Thanh HÛa TTV,138,News,TV,,,,,9/21/2018 3:10
_U9U0PxjfeQ,"Tuy?n ???ng 521D ?i x„ M??ng L˝, huy?n M??ng L·t v?n b? chia c?t",138,News,TV,,,,,9/21/2018 3:10
fwVAurorH_U,"C?nh s·t giao thÙng Thanh HÛa b?t gi? ??i t??ng v?n chuy?n, buÙn b·n ma tu˝",138,News,TV,,,,,9/21/2018 3:10
H9M450s0-UA,CÙng b? Quy?t ??nh s·p nh?p C?nh s·t PhÚng ch·y ch?a ch·y v‡o CÙng an t?nh Thanh HÛa,138,News,TV,,,,,9/21/2018 3:10
1xDRFLoZe1I,B?n tin th?i s? t?i 18/09/2018 | Truy?n hÏnh Thanh HÛa TTV,138,News,TV,,,,,9/21/2018 3:10
KiK8ohohOQ8,B?n tin th?i s? t?i 17/09/2018 | Truy?n hÏnh Thanh HÛa TTV,138,News,TV,,,,,9/21/2018 3:10
6Z8gt4cQB9s,Nh?ng v? vua ìs·ngî th?i LÍ S? (K˝ s? Thanh HÛa tÍn ??t h?n ng??i ñ T?p 18),138,Travel,Vietnam,,,,,9/21/2018 3:10
aMPGrLNmpoI,Thanh HÛa: B?t 4 ??i t??ng truy n„ ??c bi?t v? t?i gi?t ng??i,138,News,TV,,,,,9/21/2018 3:10
44RGsewLc1o,Trailer LiÍn hoan Ph·t thanh - Truy?n hÏnh t?nh Thanh HÛa l?n th? 14 n?m 2018,138,News,TV,,,,,9/21/2018 3:10
cuC-8LHRksA,C?n tr?ng v?i ëíb?yíí tour du l?ch 0 ??ng,138,News,TV,,,,,9/21/2018 3:10
W-yCVj8lY38,"14 th·ng 9, 2018",134,Lifestyle,Foods,,,,,9/21/2018 3:10
ABiPPBo6mc8,C· b?ng tr?ng kho tÈp m? | DDMT 515,134,Lifestyle,Foods,,,,,9/21/2018 3:10
mAEvFaK0gpY,C· chiÍn n??c m?m | KÈo ch‡y b?t c· | DDMT 513,134,Lifestyle,Foods,,,,,9/21/2018 3:10
gGHTO0cHKTk,?˘i g‡ s?t me t??i | DDMT 518,134,Lifestyle,Foods,,,,,9/21/2018 3:10
HtKGjT05Krg,G‡ 10 n?m tu?i l‡m 2 mÛn | DDMT 514,134,Lifestyle,How To,,,,,9/21/2018 3:10
1sOaoM0lq7c,ca bong hap bap chuoi,134,Lifestyle,Foods,,,,,9/21/2018 3:10
1a-tU-0mNCU,C? T??ng ⁄p: NgÙ Ti?n D?ng vs ??ng Thanh H?i,64,Sport,Others,,,,,9/21/2018 3:10
s2u6BuhvwVY,Xem c·ch b?t c· k? l? gi?a n??c mÍnh mÙng nh?ng l?i hi?u qu? khÙng ng? c?a anh ch‡ng Mi?n T‚y,329,People & Blogs,People & Blogs,,,,,9/21/2018 3:10
l1GBJdhAYps,Con CÚ BÈ BÈ ? C? Tu?n ??u Ngoan ??? Nh?c Thi?u Nhi Vui Nh?n SÙi ??ng,148,Music,Music,,,,,9/21/2018 3:10
FdDfLDSGW2k,Video Xi?c Voi [HD] | Ch˙ Voi Con ? B?n ?Ùn Remix - Nh?c thi?u nhi sÙi ??ng,148,Music,Music,,,,,9/21/2018 3:10
0M5UtzqoN2U,Th?y CÙ Cho Em M˘a Xu‚n - Nh?c thi?u nhi hay Vui nh?n cho bÈ,148,Music,Music,,,,,9/21/2018 3:10
PG_q68YNByI,C? T??NG ⁄P 2018: Chu Minh T˙ vs Nguy?n Thanh C?nh ??U TR??NG C? VI?T,64,Sport,Others,,,,,9/21/2018 3:10
Gwata3Foepk,Em ?i Ch?i Th˙ Nh˙n ? Con CÚ BÈ BÈ Xu‚n Mai ? Nh?c Thi?u Nhi Hay Vui Nh?n Cho BÈ,148,Music,Music,,,,,9/21/2018 3:10
LTagws7O77o,Th? Thu?t c?c hay gi˙p password thay ??i theo th?i gian,201,Technology & Vehicle,Mobile,,,,,9/21/2018 3:10
DrIi7n9t1e4,?o‡n T‡u Nh? XÌu - Nh?c Thi?u Nhi Vui Nh?n Hay Nh?t,148,Music,Music,,,,,9/21/2018 3:10
bW8imuczxK8,"Nh‡ MÏnh R?t Vui ??? Gia ?Ïnh Nh?, H?nh Ph˙c To - Nh?c thi?u nhi sÙi ??ng",148,Music,Music,,,,,9/21/2018 3:10
q_NzDaW85KM,Em ?i ?u Quay ??? BÈ T?p L·i ‘ TÙ - Nh?c Thi?u Nhi Vui Nh?n Hay Nh?t,148,Music,Music,,,,,9/21/2018 3:10
wWme8XxyFPo,Con Tr‚u - Nh?c Thi?u Nhi Vui Nh?n Hay Nh?t - Video gi˙p bÈ ?n ngon,148,Music,Music,,,,,9/21/2018 3:10
GrIMCXJSIag,‘ TÙ ?i?n Tr? Em ? Em T?p L·i ‘ TÙ ??? Nh?c Thi?u Nhi Vui Nh?n Hay Nh?t,148,Music,Music,,,,,9/21/2018 3:10
Z7CZP23oLT8,REVIEW VIDEO FOR BRAND | TIVI ASANZO 4K | FA TV | T?P ?O¿N ?I?N T? ASANZO | NG‘ TH⁄C H¿O,472,Others,Others,,,,,9/21/2018 3:16
bEk5q-rO0Os,Review Video For Brand | M·y l?nh Inverter Asanzo | FA TV | Hu?nh C?m T˙ |,472,Others,Others,,,,,9/21/2018 3:16
uOku0BlP9tQ,| Home Credit |Gi?i Thi?u Future Analyst Program | FA TV | Brand Video,472,Others,Others,,,,,9/21/2018 3:10
ejrvvv-a3GQ,Qu·n v˙ heo n??ng hai cÙ g·i mang ti?ng ìch?nhî ? S‡i GÚn,471,Lifestyle,Foods,,,,,9/21/2018 3:10
onMScFOMBw0,?i c‚u tÙm ? BÏnh Qu?i n??ng ?n t?i ch? ngon b· ch·y,471,Lifestyle,Foods,,,,,9/21/2018 3:10
uhqYY59J0e0,NTN - ??u Gi?i Team 8 PUBG ( T?ng Gi?i 8.000.000 VN? ),172,Gaming,Action,,,,,9/21/2018 3:10
Mu8CibWrTEA,G‡ N??ng Gia Truy?n - ?n L‡ Nh?,471,Lifestyle,Foods,,,,,9/21/2018 3:10
d3EgL8fi820,Xem c·ch l‡m tÙm ti?n vua khÙng hi?u sao l?i ph?i chiÍn t?i 3 l?n,471,Lifestyle,Foods,,,,,9/21/2018 3:10
z_xhSQNzD4I,Ti?m Sushi duy nh?t SG luÙn gi?m 10% m?i mÛn ?n,471,Lifestyle,Foods,,,,,9/21/2018 3:10
4f5fX2BjIbE,Qu·n v? heo ch?nh kh·ch mu?n ?n ph?i ??i 20 ph˙t,471,Lifestyle,Foods,,,,,9/21/2018 3:10
ht8whK0WKeM,"B?n ?ang g?p tÏnh tr?ng m?n n‡o, comment ?? chuyÍn gia t? v?n mi?n phÌ ||G‡ Spa",473,Lifestyle,Beauty,,,,,9/21/2018 3:10
gV4OvWjfZsQ,NTN - Tr?c Ti?p Gi?i ??u PUBG 8.000.000 VN?,172,Gaming,Action,,,,,9/21/2018 3:16
aaQuo7oFTG4,MÏ Gı |,338,Comedy,Digital Creator,,,,M√¨ G√µ,9/21/2018 3:10
qzLTbEKzUPw,D??ng da tr?ng m?n s?ch m?n c˘ng G‡ Spa,473,Lifestyle,Beauty,,,,,9/21/2018 3:10
Th6DHT-obfg,MÏ Gı |,338,Comedy,Digital Creator,,,,M√¨ G√µ ,9/21/2018 3:10
NuYReIJtPFc,MÏ Gı | T?p 215 : DiÍn Hi CÙng L??c - Chuy?n khÙng ai k? - T?p 1,338,Comedy,Digital Creator,,,,Di√™n Hi C√¥ng L∆∞·ª£c,9/21/2018 3:10
D8hHnLAVvKE,CHUNG KET TOAN QUOC,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
Z-dj28YggCo,Gh? v‡ Quy?n tr??ng QL Qui Ph˙c,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
u7MTuG1bmhs,Review ·o t?m QL Xu‚n Thu,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
H5B27XrWRjg,NGUOIDEPNHANAI TAP10 PS 15 09 2018 TL 43'52 KO TAI TRO,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
D-1L6cIqQ9Q,MÏ Gı | T?p 217 : DiÍn Hi CÙng L??c - Chuy?n KhÙng Ai K? - T?p 2,338,Comedy,Digital Creator,,,,Di√™n Hi C√¥ng L∆∞·ª£c,9/21/2018 3:10
vZwC8gO-I94,MÏ Gı | DiÍn Hi CÙng L??c - Chuy?n KhÙng Ai K? I Trailer T?p 2,338,Comedy,Digital Creator,,,,Di√™n Hi C√¥ng L∆∞·ª£c,9/21/2018 3:10
itqTptJMQR4,MÏ Gı | T?p 216 : S?ng Th? C˘ng ¡c Qu? Ma S? (PEW PEW vs VALAK) (Phim Ma H‡i 2018),338,Comedy,Digital Creator,,,,M√¨ G√µ,9/21/2018 3:10
IbUr-nn2_5s,TR?C TI?P ? M CHUNG K?T HOA H?U VI?T NAM 2018 - 20H NG¿Y 16/09/2018,78,Show,Game show,,,,Hoa H·∫≠u Vi·ªát Nam 2018,9/21/2018 3:24
AhX-vPIJO9o,Th? th·ch ?N KH‘NG TR‘I SON c?a c·c thÌ sinh Hoa h?u Vi?t Nam 2018,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
3n6kv3k1zME,L? H?U TR??NG TRANG ?I?M ho‡nh tr·ng v‡ chuyÍn nghi?p tr??c ?Ím thi c?a c·c thÌ sinh Hoa h?u Vi?t Na,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
IpU1bfp4CSg,B?t ng? v?i th? th·ch L?C T⁄I X¡CH c?a thÌ sinh Hoa h?u VI?t Nam 2018,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
bZBrV7bqtTk,Bu?i ki?m tra nha khoa c?a c·c thÌ sinh Hoa H?u Vi?t Nam tr??c th?m Chung K?t HHVN 2018,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
GXpnRLMb5ZI,#ChiPu TALK TO ME sÙi ??ng v?i m‡n nh?y hi?n ??i c?c hot c?a ng??i ??p B˘i Ph??ng Nga,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
Yb2EPeEJrBc,Hello Vi?t Nam ???c ?¿N H¡T b?ng 3 TH? TI?NG trong ph?n thi Ng??i ??p t‡i n?ng HHVN 2018,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
a2-Y1l09A5c,NÛng b?ng quy?n r? v?i m‡n ?·nh tr?ng ?i?u ngh? B¡NH TR‘I N??C c?a Ng??i ??p Ph?m Ng?c Linh,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
PJfLdMdpv2s,M⁄A L‘ L‘ l? m?t v‡ ??c ?·o c?a thÌ sinh HHVN Nguy?n Th? H?ng Tuy?t - Ng??i ??p t‡i n?ng,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
Kfb-nV1fcVw,B·nh TrÙi N??c #Ho‡ngThu?Linh v‡ m‡n m˙a hi?n ??i ??P M?T c?a LÍ Th? H‡ Thu ChiÍu,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
V9Eu4OKRwOM,M‡n m˙a hi?n ??i D·ng Em L?a L‡ xu?t s?c c?a ng??i ??p HHVN 2018 LÍ Thanh T˙,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
f7EYo-aGx7Y,HÈ l? khÙng gian s?ng ??ng c?p c?a thÌ sinh Hoa H?u Vi?t Nam 2018 t?i TP.HCM,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
cqtE226TUbY,M? T‘I lay ??ng h‡ng tri?u tr·i tim c?a thÌ sinh HHVN 2018 - ?inh Ph??ng M? DuyÍn,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
WjLqJRsfe8o,K?ch c?nh Sa M?a GiÙng DI?N XU?T XU?T TH?N c?a Top 3 Ng??i ??p t‡i n?ng D??ng Huy?n Ch‚n,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
WUdHsCXigbw,KhÛc ngh?n v?i ti?t m?c m˙a hi?n ??i NG??I M? ??y c?m x˙c c?a Nguy?n Ho‡ng B?o Ch‚u,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
FSHE_f27MjY,ThÌ sinh Hoa H?u Vi?t Nam ?„ chu?n b? nh?ng gÏ tr??c th?m Chung K?t,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
jPCOFC8cjvI,"Tr?n Th‡nh, ?? M? Linh ??ng c?m v?i ho‡n c?nh khÛ kh?n c?a tr? em H‡ Giang - Ng??i ??p nh‚n ·i #10",78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
wOL58kBPm70,1001 s?c th·i QL TÍ TÍ,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
GK5ICTOmHYg,"L?ng nghe nh?ng thÌ sinh HHVN 2018 v‡ ¡ H?u Di?m Trang chia s? v? ch? ?? ""S?C ??P""",78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
tOQbVJBych4,Kh? n?ng thuy?t minh du l?ch b?ng ti?ng Anh c?c chu?n c?a Top 3 Ng??i ??p du l?ch V? Ho‡ng Th?o Vy,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
btjENDxpcME,Top 3 Ng??i ??p du l?ch H‡ L??ng B?o H?ng mang ??n m?t T‚y B?c xinh ??p v‡ huy?n ?o,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
gcdyTqdw2SU,??ng h‡nh HHVN 16 QL LBP,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
DdW5dbLDD6s,Cao B?ng m?i m? v‡ h?p d?n qua kh? n?ng thuy?t minh c?a Top 3 Ng??i ??p du l?ch H‡ Thanh V‚n,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
ggYODdVgpDg,121 Vu Hoang Thao Vy,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
W_WlduEn-LY,216 Bao Hang,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
kG6bG3KlK_w,5 KI?P N?N Khi?n B?n GI¿U C” Tr? NÍn NGH»O KH? - Ph?t D?y L‡m Ph??c ??c,158,Religion & Feng Shui,Buddhism,,,,,9/21/2018 3:10
GS_TzoHvTUI,B? THÕ NI?M PH?T Gi?i Ki?p N?n Cho Gia ?Ïnh PH??C B¡O ??i ??i - Nh?ng L?i Ph?t D?y,158,Religion & Feng Shui,Buddhism,,,,,9/21/2018 3:10
D1DXk2ea2uU,NG??I ?¿N B¿ V¿ ‘NG TH?Y THU?C ??C ¡C Qu? B·o Hi?n ??i - Truy?n Nh‚n Qu? Ph?t Gi·o,158,Religion & Feng Shui,Buddhism,,,,,9/21/2018 3:10
D8sJ7cmwO3M,"L?i Õch ?N CHAY NI?M PH?T T?o PH??C ??C Gi˙p Gia ?Ïnh BÏnh An, H?nh Ph˙c - Hoa Sen Ph?t Gi·o",158,Religion & Feng Shui,Buddhism,,,,,9/21/2018 3:10
0kKv-_6tido,Cu?c thi h·t thi?u nhi Ti?ng H·t Chim S?n Ca(1),160,Others,Others,,,,,9/21/2018 3:10
1hlBcNiNZ38,Test th?m ??,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
97pbvr7OTBA,C??ng 2 - test,78,Show,Others,,,,Hoa H·∫≠u Vi·ªát Nam,9/21/2018 3:10
qIlB89vPTFs,Liveshow M?t ??i ¬m Nh?c k? ni?m 45 n?m s·ng t·c c?a nh?c s? LÍ Minh (unlisted),160,Show,Others,,,,M·ªôt ƒê·ªùi √Çm Nh·∫°c,9/21/2018 3:10
RnumaXrKGtI,Liveshow M?t ??i ¬m Nh?c k? ni?m 45 n?m s·ng t·c v‡ sinh nh?t ng?c s? LÍ Minh (1) (unlisted),160,Show,Others,,,,M·ªôt ƒê·ªùi √Çm Nh·∫°c,9/21/2018 3:10
uTceDoxyfTk,Tr?ng YÍu Th??ng 2018 ph·t qu‡ cho 500 tr? em khÛ kh?n t?i TPHCM(2) (unlisted),160,Others,Others,,,,TrƒÉng Y√™u Th∆∞∆°ng 2018,9/21/2018 3:10
258u-Tn5xoQ,Tr?ng YÍu Th??ng 2018 ph·t qu‡ cho 500 tr? em khÛ kh?n t?i TPHCM(1) (unlisted),160,Others,Others,,,,TrƒÉng Y√™u Th∆∞∆°ng 2018,9/21/2018 3:10
kYVZ4S4ewlc,Cu?c thi h·t thi?u nhi Ti?ng H·t Chim S?n Ca(2) (unlisted),160,Show,Game show,,,, Ti·∫øng H√°t Chim S∆°n Ca,9/21/2018 3:10
Hcp77i4Xnaw,04012016 TGDV  Patagonia   Thien duong bi mat   Phan cuoi,304,Others,Others,,,,Thi√™n ƒê∆∞·ªùng B√≠ M·∫≠t,9/21/2018 3:10
onhc6CZ4RjA,Du ngo?n kh?p th? gi?i c˘ng ?m th?c  P3,304,Music,Music,,S03,,Du ngo·∫°n kh·∫Øp th·∫ø gi·ªõi c√πng ·∫©m th·ª±c,9/21/2018 3:10
HKG3J49mUJg,Du ngo?n kh?p th? gi?i c˘ng ?m th?c  P2,304,Music,Music,,S02,,Du ngo·∫°n kh·∫Øp th·∫ø gi·ªõi c√πng ·∫©m th·ª±c,9/21/2018 3:10
CC3vSxAhojA,TGDV NhungBiAnTrongDoiSongCuaLoaiCayVan PCuoi,304,Others,Others,,,,Th·∫ø Gi·ªõi ƒê·ªông V·∫≠t,9/21/2018 3:10
b_PkJsTN67I,TGDV NhungBiAnTrongDoiSongCuaLoaiCayVan P1,304,Others,Others,,,,Th·∫ø Gi·ªõi ƒê·ªông V·∫≠t,9/21/2018 3:10
f7wvHMhD9d4,TGDV LoaiKhiDenOSulawesi P1,304,Others,Others,,,,Th·∫ø Gi·ªõi ƒê·ªông V·∫≠t,9/21/2018 3:10
nc7dC4_DNUY,[15-09-2018]Nh‡ h?o t‚m Nguy?n Ho‡i Phong trao 400 b? b‡n ch?i kem ?·nh r?ng tr? em,160,Others,Others,,,,,9/21/2018 3:10
gK7Xxm2oS0Y,TDYT 2708,304,Audiobooks,Others,,,,,9/21/2018 3:10
3GRqtmKBD6o,?m th?c Nh?t B?n: MÛn ?n s?ng l‚u ch?m xu?t tinh,304,Lifestyle,Foods,,,,,9/21/2018 3:10
RjKOkzPuZNw,[15 09 2018]H?u tr??ng Tr?ng YÍu Th??ng 2018 ph·t qu‡ cho 500 tr? em khÛ kh?n ? TPHCM,160,Others,Others,,,,,9/21/2018 3:10
weRULHmkQ4s,TDYT 2608,304,Audiobooks,Others,,,,,9/21/2018 3:10
J4An96GflKE,TGDV LoaiKhiDenOSulawesi P cuoi,304,Others,Others,,,,Th·∫ø Gi·ªõi ƒê·ªông V·∫≠t,9/21/2018 3:10
CSt__xTkRIE,TDYT 2508 2,304,Audiobooks,Others,,,,,9/21/2018 3:10
sXd73HQrjfQ,Du ngo?n kh?p th? gi?i c˘ng ?m th?c_ Ph?n 1,304,Travel,Overseas,,S01,,Du ngo·∫°n kh·∫Øp th·∫ø gi·ªõi c√πng ·∫©m th·ª±c,9/21/2018 3:10
BH1Jiuw8Wgw,TDYT 2208,304,Audiobooks,Others,,,,,9/21/2018 3:10
zwyGtNJmwlc,?m th?c trong kh·ch s?n 5 sao n?i ti?ng th? gi?i_P2,304,Travel,Overseas,,S02,,·∫®m th·ª±c trong kh√°ch s·∫°n 5 sao n·ªïi ti·∫øng th·∫ø gi·ªõi,9/21/2018 3:10
G9qtdxcKgts,TDYT 2108,304,Audiobooks,Others,,,,,9/21/2018 3:10
z2HAUyhnEJc,?m th?c trong c·c kh·ch s?n 5 sao n?i ti?ng Th? gi?i_P1,304,Travel,Overseas,,S01,,·∫®m th·ª±c trong kh√°ch s·∫°n 5 sao n·ªïi ti·∫øng th·∫ø gi·ªõi,9/21/2018 3:10
VUIHsLfdX9g,[19 09 2018]?„ ki?m tra c·c qu‡ chu?n b? lÍn ???ng v? 2 t?nh mi?n T‚y .,160,Others,Others,,,,,9/21/2018 3:10
OpLROgbyzDM,[19 09 2018]M?t h‡ng s?a t??i  d‡nh cho tr? em m˘a trung thu ?„ v? kho H?i T? Thi?n,160,Others,Others,,,,,9/21/2018 3:10
ikQYxWrHrlM,TDYT 1808,304,Audiobooks,Others,,,,,9/21/2018 3:10
zeUR1TaEi2I,GS H? Ng?c ??i Gi·o d?c Vi?t Nam nh? con qu·i v?t,304,Others,Others,,,,,9/21/2018 3:10
9mb8iFMHUiY,[18 09 2018]Liveshow M?t ??i ¬m Nh?c k? ni?m 45 n?m s·ng t·c v‡ sinh nh?t ng?c s? LÍ Minh,160,Others,Others,,,,,9/21/2018 3:10
sEZq8obzCWw,[18 09 2018]Cu?c thi h·t thi?u nhi Ti?ng H·t Chim S?n Ca,160,Others,Others,,,,,9/21/2018 3:10
Nl6suuRBV_8,TDYT 1708,304,Audiobooks,Others,,,,,9/21/2018 3:10
DEs-ENG67r0,H?p b·o ra m?t v‡ cÙng chi?u phim ?i?n ?nh Ch˙ ?i ??ng L?y M? Con,160,Others,Others,,,,,9/21/2018 3:10
4qaSshtSHEM,TDYT 1608,304,Audiobooks,Others,,,,,9/21/2018 3:10
hSI1MubuBMo,TDYT 1508,304,Audiobooks,Others,,,,,9/21/2018 3:10
