video_id,title,contract_id,category,category_sub1_name,category_sub2_name,season,phase,series_name,updated_at
YhWLeyfcujU,C? t??ng ⁄p gi?a Nguy?n v?n CÙng v‡ Ho‡ng Ti?n Th‡nh,64,Sport,Others,,,,,9/21/2018 3:10
OmZON717Ajs,B?t MÌ SiÍu Ph?m MÙ HÏnh Ti?m B·nh TÌ Hon VA01 - Th? Gi?i TÌ Hon - ?? Ch?i MÙ HÏnh Nh‡ TÌ Hon DIY,2906,Others,Others,,,,,9/21/2018 3:13
wq6ICjYELUQ,"To‡n C?nh 24h, 01/08/18 ñ 18 th·ng t˘ cho ng??i ??p ph· qu·n karaoke v‡ ?¡NH C‘NG AN",78,News,Production house,,,,,9/21/2018 3:25
7NelSikUW6g,r?c ti?p] B?n tinNh?t k˝ cu?c s?ng ng‡y 30/7/2018 I VTC14,177,News,TV,,,,,9/21/2018 3:20
iFjiCVXaElw,[Lyrics] Bu?n VÏ Ta M?t Nhau - Tr??ng NgÙn,72,Young Music,Audio,,,,,9/21/2018 3:27
z1uSiBXg5C8,"Kinh ho‡ng khÛi ?en bao tr˘m v? tr??ng LEO ? trung t‚m ?‡ N?ng,",199,News,Newspaper,,,,,9/21/2018 3:04
L_assI4wqOw,LK Nh?c LÌnh Danh Ca S?n Tuy?n H·t T? 1975 ??n 2018 Hay ??c L? | LiÍn Kh˙c Nh?c V‡ng Tr? TÏnh Bolero,225,Nhac tru tinh,Compilation,,,,,9/21/2018 3:27
3srxPGhzCVo,S?N TUY?N ??c L? Gi?a Nh?c LÌnh Tr??c 1945 V‡ Nh?c LÌnh 2018 LK Nhac Linh Nh?c V‡ng X?a V‡ Nay,225,Nhac tru tinh,Compilation,,,,,9/21/2018 3:27
a2RYHMIZE_U,S?N TUY?N Nh?c LÌnh Ch?n L?c Hay T? ??u ??n Cu?i LK Nh?c v‡ng H?i Ngo?i Tr? TÏnh BoLero 2018,225,Nhac tru tinh,Compilation,,,,,9/21/2018 3:27
ygeIpW5ruWs,S?N TUY?N Tuy?t Ph?m MV LÌnh Ch?n L?c Hay T? ??u ??n Cu?i LK Nh?c v‡ng Tr? TÏnh BoLero 2018,225,Nhac tru tinh,Compilation,,,,,9/21/2018 3:27
YjlVuZdz-wk,Nh?c LÌnh S?n Tuy?n H?i Ngo?i Nh?c LÌnh X?a H?i Ngo?i G?i Nh? QuÍ H??ng C?a S?n Tuy?n Th?t Hay,225,Nhac tru tinh,Compilation,,,,,9/21/2018 3:27
TCHkYZBhEJg,B?n nh?c ch? hay nh?t v? TrÚn VuÙng Tam Gi·c c?a gi·o s? H? Ng?c ??i v‡ B˘i Hi?n,222,Others,Others,,,,,9/21/2018 3:10
3G9c6RDmfP4,Nh?c ch? ˝ ngh?a | Cu?c s?ng vÙ th??ng | Nh?c ch? bolero hay nh?t 2018,222,Others,Others,,,,,9/21/2018 3:10
4PbHPb95Qmo,Hai VÏ Sao L?c - Th?c Trinh,406,Bolero,Audio,,,,,9/21/2018 3:10
-kckhak-LW4,Nh?c ch? : Tai n?n xe ? Lai Ch‚u | R?n ng??i con s? 13,222,Others,Others,,,,,9/21/2018 3:10
Il6H9Bgav6c,Tuy?t Ph?m Bolero Tr? TÏnh M?i Nh?t C?a Th?c Trinh - Nh?c V‡ng Nh?c Tr? TÏnh Hay Nh?t,406,Others,Compilation,,,,,9/21/2018 3:10
DrcVcxAa3GQ,NG??I TÃNH KH‘NG ??N _ ⁄t h·t giao l?u trong ti?c c??i,412,Others,Others,,,,,9/21/2018 3:10
nyUXvpHZKw4,NG??I TÃNH KH‘NG ??N,412,Others,Others,,,,,9/21/2018 3:10
9nW1nQqryS8,S”C S? BAY S”C TR?NG,412,Others,Others,,,,,9/21/2018 3:10
tX162c5OTUo,?ÕNH ??C _ S?n T˘ng BÌch H?p song ca,412,Others,Others,,,,,9/21/2018 3:10
Z9qZreV-0Z8,CH? C” B?N B» TH‘I ( Nh?c ch? ),412,Others,Others,,,,,9/21/2018 3:10
4B2OR695ZKA,RI NG M?T G”C TR?I _ Ch? Sen,412,Others,Others,,,,,9/21/2018 3:10
c7zpEmCBOnQ,L?I T? TÃNH D? TH??NG 2 _ BÌch H?p,412,Others,Others,,,,,9/21/2018 3:10
khrnRCkkR90,Soundcheck  C?n M?a B?ng Gi·,412,Others,Others,,,,,9/21/2018 3:10
OMV6xX1lbxg,V? ?¬Y ANH _ Mai Trinh _ T¬N H‘N TH? HUY & TH⁄Y LI?U,412,Others,Others,,,,,9/21/2018 3:10
Dt1VhCro4bE,CON ???NG X?A EM ?I _ Ca s? BÌch H?p,412,Others,Others,,,,,9/21/2018 3:10
2oUah42Sqkk,Setup ThÙng s? tr?n Reverb v‡ Delay c˘ng b?n ??ng nghi?p chu?n b? show l?n .,412,Others,Others,,,,,9/21/2018 3:10
zY4EGfwTO4o,EM ?I C” PH?I NGO¿I TR?I ?ANG M?A _ T¬N H‘N NH?T ?OAN & TI?U LOAN,412,Others,Others,,,,,9/21/2018 3:10
LG70dDZ13VQ,T⁄P LI?U L› T??NG ( Remix ) Organ Tr??ng,412,Others,Others,,,,,9/21/2018 3:10
y90qPRXxPhQ,MI?N C¡T TR?NG _ T¬N H‘N CON ANH T¿I,412,Others,Others,,,,,9/21/2018 3:10
xW9Cp5S_TM4,Soundcheck L? ?Ình HÙn T?N PH¡T & TR??NG VI,412,Others,Others,,,,,9/21/2018 3:10
S8sPvOAlaiw,D?U CH¬N TÃNH S?U _ Ch? Sen h·t giao l?u trong ti?c c??i th?t hay,412,Others,Others,,,,,9/21/2018 3:10
fcMXUN4veU8,TÃNH CHA,412,Others,Others,,,,,9/21/2018 3:10
O-MD45CCX64,MŸA XU¬N C??I EM _ Mc S?n T˘ng,412,Others,Others,,,,,9/21/2018 3:10
_PEr7A6cm4o,L· Th? Cu?i C˘ng ( Minh hat giao l?u yÍu c?u cho echo nhi?u ),412,Others,Others,,,,,9/21/2018 3:10
rmJBQXpoUuY,Anh Mu?n Em S?ng Sao Live | USA 2018,776,Young Music,Others,,,,,9/21/2018 3:10
saGoYx6ITNA,B?o H‚n Bolero | Xu?t s?c ??ng quang Hoa KhÙi S?c ??p Vi?t Nam 2018 |,2880,Others,Others,,,,,9/21/2018 3:10
o-Q-BvAX3FU,Sao Anh N? ?‡nh QuÍn || B?o H‚n Bolero | Hoa KhÙi S?c ??p VN,2880,Bolero,Audio,,,,,9/21/2018 3:10
DP8slVN2XpM,KARAOKE || Chuy?n H?n HÚ || B?o H‚n Bolero,2880,Bolero,Karaoke,,,,,9/21/2018 3:10
WeidC0pfZ9w,KARAOKE || N?ng LÍn XÛm NghËo || B?o H‚n Bolero,2880,Bolero,Karaoke,,,,,9/21/2018 3:10
7vPQB_RGzZE,KARAOKE ||M?a Chi?u Mi?n Trung || B?o H‚n Bolero,2880,Bolero,Karaoke,,,,,9/21/2018 3:10
5oQfFf6-hYg,TUY?N T?P NH?NG CA KH⁄C HAY v‡ M?I NH?T 2018 || D? Nghe D? Ng? || B?o H‚n Bolero ||,2880,Others,Compilation,,,,,9/21/2018 3:10
zMi_aVrNLFc,KARAOKE || Vu Lan Nh? M? || B?o H‚n Bolero,2880,Bolero,Karaoke,,,,,9/21/2018 3:10
EvNYRWDbfxE,M?a Chi?u Mi?n Trung | B?o H‚n Bolero (Hoa KhÙi S?c ??p VN),2880,Bolero,Music Video,,,,,9/21/2018 3:10
tOtuvNGgEW4,HOA C¿I M¡I T”C _ SINH NH?T QU?NH L¬M,412,Others,Others,,,,,9/21/2018 3:10
tpPRFSCDn40,L?I NH? NG??I Y U _ SINH NH?T QU?NH L¬M,412,Others,Others,,,,,9/21/2018 3:10
mR5Jmvv2E9A,NG??I TÃNH KH‘NG ??N _ DI?U THU_SINH NH?T QU?NH L¬M,412,Others,Others,,,,,9/21/2018 3:10
GSwNcvo1fkc,NH?NG L?I D?I GIAN _ SINH NH?T QU?NH L¬M,412,Others,Others,,,,,9/21/2018 3:10
hTkwjlhzfIA,NG??I TINH MŸA ?‘NG_DI?U THU_SINH NH?T QU?NH L¬M,412,Others,Others,,,,,9/21/2018 3:10
w4cvBXgPceY,Tuy?n t?p Bolero ch?n l?c Vol.2 || Thu?c ng? v? ?Ím || B?o H‚n Bolero,2880,Others,Compilation,,,,,9/21/2018 3:10
dPRJP85l-Jw,Ng‡n N?m TÏnh V?n ??p || B?o H‚n Bolero,2880,Bolero,Music Video,,,,,9/21/2018 3:10
QKL59VwlDDo,Chuy?n TÏnh KhÙng D? V„ng - B?o H‚n Bolero,2880,Bolero,Audio,,,,,9/21/2018 3:10
h9R8m971D8M,Nh?ng ??i Hoa Sim Karaoke Song Ca V?i Thanh Ng‚n - Nhung doi hoa sim thieu giong nam,540,Others,Audio,,,,,9/21/2018 3:10
CtB87zSle1E,gai nha ngheo karaoke nhac song cha cha cha,540,Others,Karaoke,,,,,9/21/2018 3:10
dY_MxASDS3s,Nh?c S?ng Rumba l HÚa T?u PhÚng Tr‡ Hay Nh?t Ph?n 57 l Karaoke Beat Chu?n,462,Others,Others,,,,,9/21/2018 3:10
dYFht0sZtuE,N?i L?i TÏnh X?a Karaoke Nh?c S?ng Cha cha cha,540,Others,Karaoke,,,,,9/21/2018 3:10
qB73hRW1nS8,LK Tu?n V? ??c S?c V1 - Bass C?c PhÍ - Nh?c Test Loa,465,Others,Others,,,,,9/21/2018 3:16
UBPNvwN5OOs,Con ?Í Chung TÏnh Karaoke Nh?c S?ng,540,Others,Karaoke,,,,,9/21/2018 3:10
ApvyHqAKi6U,LK Tu?n V? ??c S?c V2 - Bass C?c PhÍ - Nh?c Test Loa,465,Others,Others,,,,,9/21/2018 3:16
dbfWYueb7BI,LK Tu?n V? ??c S?c V3 - Bass C?c PhÍ - Nh?c Test Loa,465,Others,Others,,,,,9/21/2018 3:16
d7z_abpudt4,LK Tu?n V? ??c S?c V4 - Bass C?c PhÍ - Nh?c Test Loa,465,Others,Others,,,,,9/21/2018 3:16
pI_6_yuFmww,Chuy?n Hoa Sim Karaoke Nh?c S?ng Cha cha cha,540,Others,Karaoke,,,,,9/21/2018 3:10
DyML8VQWEa0,Chi?u T‚y ?Ù - Nguy?n Lu‚n || Tuy?t Ph?m Tr? TÏnh 2018,2883,Bolero,Music Video,,,,,9/21/2018 3:10
ARe5wFYuXwA,S‚n kh?u BNF | N? ho‡ng doanh nh‚n ??t Vi?t 2018 (?Ím thi b·n k?t),777,Others,Others,,,,,9/21/2018 3:10
ZGvS--O1xVY,Nh?c S?ng Rumba l HÚa T?u PhÚng Tr‡ Hay Nh?t Ph?n 58 l Karaoke Beat Chu?n,462,Others,Others,,,,,9/21/2018 3:10
zM-x7HwjcUw,Nh?c S?ng Tr? TÏnh DJ Remix 2018 | Tuy?n Ch?n Nonstop Bolero Tr? TÏnh | LK Tr?ng V? ThÙn D„ Remix,2885,Remix,Audio,,,,,9/21/2018 3:10
SgF8Sw2CoX8,Chuy?n ?Ú KhÙng Em - Nguy?n Lu‚n || Tuy?t Ph?m Tr? TÏnh 2018,2883,Bolero,Music Video,,,,,9/21/2018 3:10
yx3dG4g8_2w,B‡i Th·nh Ca Bu?n - Nguy?n Lu‚n || Tuy?t Ph?m Tr? TÏnh 2018,2883,Bolero,Music Video,,,,,9/21/2018 3:10
rpZoIOb5QwA,Nh?c S?ng Rumba l HÚa T?u PhÚng Tr‡ Hay Nh?t Ph?n 55 l Karaoke Beat Chu?n,462,Others,Others,,,,,9/21/2018 3:10
G9eYLaURB_U,B‡i Th·nh Ca Bu?n - Nguy?n Lu‚n || Tuy?t Ph?m Tr? TÏnh 2018,2883,Bolero,Music Video,,,,,9/21/2018 3:10
5rkmlKLH8Zg,Nh?c S?ng Rumba l HÚa T?u PhÚng Tr‡ Hay Nh?t Ph?n 56 l Karaoke Beat Chu?n,462,Others,Others,,,,,9/21/2018 3:10
aO3anrbxREU,Nh?c S?ng Bolero Tr? TÏnh Remix | Tuy?t Ph?m Tr? TÏnh M??i N?m ??i Ch? Remix | LK Nh?c S?ng DJ Remix,2885,Remix,Audio,,,,,9/21/2018 3:10
y46OocuvZWM,LiÍn Kh˙c Nh?c S?ng Tr? TÏnh Remix | Tuy?t Ph?m Tr? TÏnh T‡u V? QuÍ H??ng Remix | LK Bolero Remix,2885,Remix,Audio,,,,,9/21/2018 3:10
tshJmD1d_BE,LK Nh?c S?ng Tr? TÏnh Remix M?i Nh?t | Nonstop Bolero H?n QuÍ Remix | Tuy?t Ph?m Ch? YÍu MÏnh Anh,2885,Remix,Audio,,,,,9/21/2018 3:10
oEJ8DwmXJiM,Nh?c S?ng Bolero Tr? TÏnh Remix 2018 | Tuy?t Ph?m Tr? TÏnh Hoa Cau V??n Tr?u Remix | Bolero Tr? TÏnh,2885,Others,Audio,,,,,9/21/2018 3:10
aoYV-BI9MNQ,Nh?c S?ng Tr? TÏnh Remix | LK Bolero Tr? TÏnh Xin Em ??ng KhÛc Vu Quy Remix | LK Bolero Th˙y H?nh,2885,Others,Audio,,,,,9/21/2018 3:10
bnlkLBsEc3k,LK Nh?c S?ng Tr? TÏnh Remix | Nonstop Bolero H?n QuÍ Chuy?n Gi‡n ThiÍn L˝ | LK Nh?c Tr? TÏnh Remix,2885,Remix,Audio,,,,,9/21/2018 3:10
f7gQAyGKIXI,"Nh?c S?ng Tr? TÏnh C?c C?c ??nh | LK Bolero DuyÍn QuÍ, B?c Tr?ng L?a H?ng, H„y QuÍn Anh Remix",2885,Others,Audio,,,,,9/21/2018 3:10
PovdtOQE4xU,Nh?c S?ng Tr? TÏnh Bolero Remix | LK Bolero C·t B?i Cu?c ??i | Nonstop Tr? TÏnh Singer Th˙y H?nh,2885,Remix,Audio,,,,,9/21/2018 3:10
AzHvXQNN4Dk,Nh?c S?ng Tr? TÏnh Remix | TÏnh Kh˙c CÚn M„i V?i Th?i Gian | Tuy?t Ph?m Nonstop Bolero Remix,2885,Remix,Audio,,,,,9/21/2018 3:10
n0u7fIPz2so,hong ngoc 62,452,Others,Audio,,,,,9/21/2018 3:10
j6IJalSXt_s,hong ngoc 60,452,Others,Audio,,,,,9/21/2018 3:10
my1sao1ov14,hong ngoc 61,452,Others,Audio,,,,,9/21/2018 3:10
ImnoJRUElkE,hong ngoc 59,452,Others,Audio,,,,,9/21/2018 3:10
VWo-RloGlQQ,HONG NGOC 63,452,Others,Audio,,,,,9/21/2018 3:10
H35IAL3e8XE,HONG NGOC 63,452,Others,Audio,,,,,9/21/2018 3:10
EOQMow7Stw8,hong ngoc 65,452,Others,Audio,,,,,9/21/2018 3:10
RKTGe7lQQUk,Tuy?t Ph?m Bolero S?n X?a M?ng M? | Gi?ng Ca N? ??n Tim H‡ng Tri?u Ng??i Nghe L‡m MÍ M?n LÚng Ng??i,62,Others,Audio,,,,,9/21/2018 3:10
YwLom40qIls,"Ca Kh˙c Bu?n N‡o Bu?n H?n, Tuy?t Ph?m Bolero D‡nh Cho Ng??i Th?t TÏnh Nghe ?i R?i KhÛc",62,Others,Audio,,,,,9/21/2018 3:10
D5bYGrRbTOg,lien khuc nhac bolero tru tinh buon da diet noi nho nguoi yeu cu mot thoi de nho,62,Others,Audio,,,,,9/21/2018 3:10
xCOKu248A78,Tuy?t Ph?m Bolero S?n M?ng M? Gi?ng Ca N? ??n Tim H‡ng Tri?u Ng??i Nghe MÍ M?n LÚng Ng??i,62,Others,Audio,,,,,9/21/2018 3:10
QZSeYigcUWQ,"LiÍn Kh˙c Nh?c Bu?n Nh?n C? Cho Em, Nh?ng Ca Kh˙c Nh?c Bu?n Bolero T‚m Tr?ng Hay Nh?t 2019",62,Others,Audio,,,,,9/21/2018 3:10
XVUGzjKzfvU,Tuy?t ??nh Song Ca Bolero ??c Bi?t 2018 | Tuy?n Ch?n Nh?ng B‡i H·t Song Ca Nh?c V‡ng Bolero Hay Nh?t,62,Others,Audio,,,,,9/21/2018 3:10
0VMKnklqfUg,B?n sao c?a ?o?n Tuy?t | Tuy?t Ph?m Bolero 2018 LiÍn kh˙c nh?c Tr? TÏnh Bolero H?i Ngo?i Hay Nh?t,62,Others,Compilation,,,,,9/21/2018 3:10
Y4ITwdNcFIg,Ch?n L?c Nh?ng TÏnh Kh˙c B?t T? Hay Nh?t ??t Vı T? Tr??c ??n Nay | ?i V‡o LÚng Ng??i,62,Others,Audio,,,,,9/21/2018 3:10
-eXdMyOSpew,thuy an chi di tim em,89,Others,Compilation,,,,,9/21/2018 3:10
UnSNi5Z9mf4,y linh dam san cs bi an,89,Bolero,Compilation,,,,,9/21/2018 3:10
4H1R-ZoUaV8,hoa tau vol 83,465,Others,Others,,,,,9/21/2018 3:10
PwcNazDrJwo,KIM CHI TAU DEM NAM CU,89,Others,Compilation,,,,,9/21/2018 3:10
dd7HRre8eVQ,"LiÍn Kh˙c ?o?n Tuy?t, Nh?c Tr? TÏnh Bu?n Th?u Ru?t Gan, Gi?ng Ca N? Bolero S?n X?a Hay Nh?t 2019",62,Others,Compilation,,,,,9/21/2018 3:10
FcpjNj92WAk,lien khuc gian doi nhac vang ca si tre giong ca nu hat cuc hay gay nghien nhat nam 2019,62,Others,Audio,,,,,9/21/2018 3:10
14_3X3unjLU,Sequence 02,62,Others,Compilation,,,,,9/21/2018 3:10
SsGQKnDJYBg,LiÍn Kh˙c Cha Cha Mi?n T‚y N?m 17 Tu?i Say ??m LÚng Ng??i,465,Others,Audio,,,,,9/21/2018 3:10
IBbiIBVo9Yg,tru tinh mien tay ngot hon rot mat vao tim,453,Others,Audio,,,,,9/21/2018 3:10
yDFDDBuoWIU,LK Cha cha cha tr? tÏnh Mi?n T‚y say ??m lÚng ng??i - Nh?c tr? tÏnh mi?n t‚y Bolero hay nh?t 2018,453,Others,Audio,,,,,9/21/2018 3:10
KRlp4HkA_Fe,ta tu trong dem lk tru tinh lam chet lang trieu con tim,453,Others,Audio,,,,,9/21/2018 3:10
BaO25xJsqSQ,"LiÍn Kh˙c Nh?c Tr? TÏnh Bolero -Nh?ng Ca Kh˙c Nh?c V‡ng Tr? TÏnh, D‚n Ca Bolero Hay Nh?t 2018",453,Others,Audio,,,,,9/21/2018 3:10
X_9x8q-ZdpQ,Tuy?t Ph?m Nh?c Tr? TÏnh Xu?t S?c Nh?t Trong Nh?ng LiÍn Kh˙c Nh?c S?ng 2019 || Bolero Nh?c S?ng,465,Others,Audio,,,,,9/21/2018 3:10
Fvx0f_MfScw,lk mua bui,453,Others,Audio,,,,,9/21/2018 3:10
XhPFiL3oA7w,tru tinh mien tay bolero no1,453,Others,Audio,,,,,9/21/2018 3:10
Tsv4F0wnUCI,T¬Y V??NG N? QU?C - CA NH?C S?NG TR? TÃNH REMIX - BOLERO H?I NGO?I NH?C HOA L?I VI?T HAY NH?T,2816,Remix,Audio,,,,,9/21/2018 3:10
42rJQrromYM,H¿ T¬Y QU  L?A - LI N KH⁄C NH?C S?NG H?I NGO?I REMIX S‘I ??NG 2019 - NONSTOP CA NH?C TR? TÃNH,2816,Remix,Audio,,,,,9/21/2018 3:10
aTE8GXqscx0,LK NH?C S?NG TR? TÃNH 2019 REMIX S‘I ??NG - NONSTOP BOLERO TÃNH QU  XIN EM ??NG KH”C VU QUY,2816,Remix,Audio,,,,,9/21/2018 3:10
9hewH2NCdaM,Tuy?t Ph?m Bolero TÏnh QuÍ 2019 - N?i Bu?n M? TÙi Remix - LiÍn Kh˙c Nh?c S?ng H?i Ngo?i SÙi ??ng,2816,Remix,Audio,,,,,9/21/2018 3:10
Tc1BJxBEYcY,Ca Nh?c Tr? TÏnh C·t B?i Cu?c ??i Remix SÙi ??ng - LiÍn Kh˙c Nh?c S?ng Bolero TÏnh QuÍ Hay Nh?t 2019,2816,Remix,Audio,,,,,9/21/2018 3:10
5Q34TwOL-G4,Nh?c S?ng Tr? TÏnh H?i Ngo?i 2019 Remix - LiÍn Kh˙c Bolero TÏnh QuÍ Remix SÙi ??ng - D˘ Anh NghËo,2816,Remix,Audio,,,,,9/21/2018 3:10
na7XIaSnea8,NH?C S?NG 2019 TH? N¿Y M?I CH?T - LK NH?C S?NG REMIX S‘I ??NG NH?T HI?N NAY - BOLERO H?I NGO?I,2816,Remix,Audio,,,,,9/21/2018 3:10
uQIRjZwuhU0,"LiÍn Kh˙c Nh?c Tr? TÏnh D‚n Ca Bolero -Nh?ng Ca Kh˙c Nh?c V‡ng Bolero, Nh?c S?n Tr? TÏnh Hay Nh?t",453,Others,Audio,,,,,9/21/2018 3:10
q69XHwiRIRI,sen nonstop 2019 la phai the nay,453,Others,Audio,,,,,9/21/2018 3:10
3O33SunaGTk,[KARAOKE] LI N KH⁄C 13 T?NH MI?N T¬Y (BEAT G?C) - LÍ Nh?,224,Others,Karaoke,,,,,9/21/2018 3:10
cXMj0w7Z5ew,LiÍn Kh˙c Nh?c S?ng Tr? TÏnh Remix SÙi ??ng - N‡ng S?n Ca - Ca Nh?c Bolero TÏnh QuÍ 2019,2816,Remix,Audio,,,,,9/21/2018 3:10
ZIVfR7l5p9Y,?¡M C??I NH? M? - LI N KH⁄C NH?C S?NG ?¡M C??I REMIX S‘I ??NG NH?T 2019 NGHE L¿ MU?N C??I,2816,Remix,Audio,,,,,9/21/2018 3:10
u8hNDg53AOE,[MV] ??I L? VU LAN NG¿Y 8/9/2018 T?I TI?N GIANG- LÍ Nh?,224,Others,Others,,,,,9/21/2018 3:10
bxvZwdLontc,[MV OFFICIAL] LK TR? TÃNH L  NH? 2018 - GI?NG CA DA DI?T - LÍ Nh?,224,Others,Compilation,,,,,9/21/2018 3:10
B08KhION2kM,[KARAOKE] EM ?I L?Y CH?NG - LÍ Nh?,224,Dan ca - Que Huong,Karaoke,,,,,9/21/2018 3:10
-R61vIUWVvQ,[KARAOKE] TI?C M?T C¡NH HOA (BEAT G?C) - LÍ Nh?,224,Bolero,Karaoke,,,,,9/21/2018 3:10
71DWPm-ne4Q,[MV OFFICIAL] ??T N??C L?I RU - LÍ Nh? | H‡o H˘ng V? M?t D‚n T?c M?t ??t N??c,224,Others,Music Video,,,,,9/21/2018 3:10
Fa56-SN9WRg,[MV OFFICIAL] EM ?I XEM H?I TR?NG R?M - LÍ Nh?,224,Others,Music Video,,,,,9/21/2018 3:10
FQ8D8-s1OwE,[MV OFFICIAL] Y U C¡I ?»N CŸ - LÍ Nh?,224,Others,Music Video,,,,,9/21/2018 3:10
1HEFX6MCEKk,v? ch?ng Kha Ly Thanh Duy gi?n d? b?t ?c b?t h‡o ? bi?n Th?y ?i?n c˘ng b?n bË trong chuy?n l?u di?n,270,Others,Others,,,,,9/21/2018 3:10
gGMzLtvGr_I,KHA LY SHOP 0913177348 T⁄I X¡CH ??NG H? TH?C PH?M CH?C N?NG C?A M?,270,Others,Others,,,,,9/21/2018 3:10
TW2t1j6oVRA,"COLLAGEN , GUMMY VITAMIN , OMEGA 3 , VITAMIN E - KHA LY SHOP 0913177348",270,Others,Others,,,,,9/21/2018 3:10
D7nG-gXB1Xc,KHA LY livestream t·m v?i ch? em ph? n?,270,Others,Others,,,,,9/21/2018 3:10
68-5uRuTk6Q,B?n sao c?a KHA LY SHOP 0913177348 T⁄I X¡CH ??NG H? TH?C PH?M CH?C N?NG C?A M?,270,Others,Others,,,,,9/21/2018 3:10
JTSgL_HMYbA,v? ch?ng Kha Ly Thanh Duy t?p tho?i c˘ng nhau,270,Others,Others,,,,,9/21/2018 3:10
ZIuFzXnuLpU,Kha Ly giao l?u c˘ng kh·n gi? t?i C·i BË Ti?n Giang,270,Others,Others,,,,,9/21/2018 3:10
dklF4XaHRSQ,[MV OFFICIAL] C‘ NH? MI?N T¬Y- LÍ Nh? | Teen Girl Qu· D? Th??ng,224,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
dj5GgERfPAg,Con g·i Mi?n T‚y - Ng‚n Linh [Official Music Audio],65,Dan ca - Que Huong,Audio,,,,,9/21/2018 3:10
wOvVtUuaSSw,C?nh ?·nh Ch?t Trong Phim Giang H? ??i M?t Ph?n 1 c?a Doll Phan Hi?u,61,Others,Others,,,,,9/21/2018 3:10
OqJXquh-raM,R?i M?i Chuy?n S? T?t H?n M‡ | WinK |VIDEO LYRIC|,92,Others,Audio,,,,,9/21/2018 3:10
Bfma8tydape,Ki?p n‡y ki?p sau - Ng‚n Linh [Official Music Video],65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
eNpKQhTwuO4,Th??ng nh? m? hai - Ng‚n Linh [Official Music Video],65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
HBNOXN_H0lg,Nh?ng tÏnh kh˙c quÍ h??ng ch?n l?c hay nh?t - Ng‚n Linh [Official Music Audio],65,Others,Audio,,,,,9/21/2018 3:10
Pvij8_E33bc,??ng Ai Nh?c V? Anh ?y - Tr‡ My Idol [Video Lyric Karaoke HD],2905,Young Music,Audio,,,,,9/21/2018 3:10
d7jYfJXS1Ec,B?n c? ?Ú x?a - Ng‚n Linh [Official Music Video],65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
mRxA5X8vYZg,V? th?m C?u KË   Ng‚n Linh,65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
M9M8E6hhQEE,Tuy?t ??nh bolero   tr? tÏnh d‚n ca m?i nh?t Ng‚n Linh nghe th?t Ím tai,65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
XlrLDZs_o3c,Tuy?n ch?n nh?ng ca kh˙c tr? tÏnh hay nh?t m?i th?i ??i   Ho‡ng t? d‚n ca Ng‚n Linh,65,Others,Audio,,,,,9/21/2018 3:10
4zAg59k9ThU,Trai mi?n T‚y d? th??ng h·t hay ai nghe c?ng th?y kho·i   Cho·ng v?i chi?c ·o b‡ ba c?c xinh,65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
tT-zNraS5a0,"T? DuyÍn nghe xong l‡ mu?n k?t hÙn li?n tay, vÏ qu· qu· ng?t qu· m˘i khÙng bi?t t? th? n‡o",65,Others,Audio,,,,,9/21/2018 3:10
37f5PvMgthY,Th??ng l?m mÏnh ?i   Ho‡ng t? d‚n ca Ng‚n Linh Official,65,Others,Audio,,,,,9/21/2018 3:10
OM7m_LWRoss,Th??ng l?m Mi?n T‚y   Ng‚n Linh   Gala trao gi?i Gi?ng ca hay T‡i N?ng ???ng ph? 2017 ?,65,Others,Others,,,,,9/21/2018 3:10
YI82YrgiXhM,"S?n nghËo, DuyÍn l? vÏ nghËo nghe th?t l‡ hay   Very good singing voice",65,Bolero,Music Video,,,,,9/21/2018 3:10
9kX9-F2YAWQ,Ng‚n Linh Ho‡ng t? d‚n ca   m?i c?t gi?ng h·t thÙi ?„ thÌch nÛi chi nghe h?t b‡i,65,Others,Audio,,,,,9/21/2018 3:10
4PHQwjBFvYA,M? ?i con khÛc i Ng‚n Linh l T‡i N?ng S‚n Kh?u Very good singing voice ?,65,Others,Audio,,,,,9/21/2018 3:10
sbctPlRRaO0,"M˘a m?a, b? show, h‡ng ng‡n ca s? khÛc rÚng vÏ n? ti?n ?? th?   b·n ??t ch? lo ?i h·t",65,Others,Compilation,,,,,9/21/2018 3:10
2GV6XAGeD3I,LÚng m? l Ng‚n Linh l T‡i N?ng S‚n Kh?u Very good singing voice ?,65,Bolero,Audio,,,,,9/21/2018 3:10
aYGUaxTbgMc,L?i nh? ng??i yÍu   Ng‚n Linh,65,Others,Audio,,,,,9/21/2018 3:10
yjEtpo1ZWF8,KhÙng ??ng h‡ng V? quÍ em SÛc Tr?ng Ng‚n Linh Very good singing voice,65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
S9vCRC81EOk,??c   l? v?i ti?ng h·t hotboy ?ang g‚y b„o trÍn c?ng ??ng m?ng,65,Dan ca - Que Huong,Music Video,,,,,9/21/2018 3:10
