date,channel_id,video_id,claimed_status,uploader_type,country_code,estimated_partner_revenue,estimated_partner_ad_revenue,estimated_partner_ad_auction_revenue,estimated_partner_ad_reserved_revenue,estimated_youtube_ad_revenue,estimated_monetized_playbacks,estimated_playback_based_cpm,ad_impressions,estimated_cpm,estimated_partner_red_revenue,estimated_partner_transaction_revenue
20190111,UC_2Wbh0vaQ6GlTFSVxSG3vw,mCH4QukZmL4,claimed,self,VN,0.01,0.01,0.01,0,0.018,17,1.044,19,0.934,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,10wiLY2Dnes,claimed,self,SG,0.008,0.008,0.008,0,0.014,7,2,9,1.556,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,GUOeq8WkM6Q,claimed,self,US,0.002,0.002,0.002,0,0.004,5,0.711,5,0.711,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,dekftOs6lXA,claimed,self,AU,0.002,0.002,0.002,0,0.004,2,2.235,2,2.235,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,-UPOS0bZ3xY,claimed,self,TR,0,0,0,0,0,1,0.064,1,0.064,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,VGb1sgEi8Zo,claimed,self,NG,0.005,0.005,0.005,0,0.009,6,1.514,4,2.271,0,0
20190111,UCZvcMJ-YMxS9foXA049ZrtA,T6AySwMNYUY,claimed,self,VN,0.001,0.001,0.001,0,0.002,1,1.754,1,1.754,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,BNYexlP0Fxo,claimed,self,PK,0.001,0.001,0.001,0,0.001,2,0.606,2,0.606,0,0
20190111,UCHXT6hcUpi8NAiHRu622CUw,GIGrOEKv0mQ,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.464,3,0.309,0,0
20190111,UCxkC-Qes_tz0xuQwjaquTzw,xXp_ms2A25c,claimed,self,EG,0.002,0.002,0.002,0,0.004,1,3.676,1,3.676,0,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,KcoKO_6T0RA,claimed,self,PK,0,0,0,0,0.001,14,0.044,16,0.039,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,g4scQEX3FI8,claimed,self,IE,0.002,0.002,0.002,0,0.003,1,2.797,1,2.797,0,0
20190111,UC_2Wbh0vaQ6GlTFSVxSG3vw,YhgqcUg1wms,claimed,self,TW,0.008,0.008,0.008,0,0.015,5,3.037,5,3.037,0,0
20190111,UCVjf6JL7Pg1j23h2hyZBYMg,AhtVPjrcJNE,claimed,self,VN,0.001,0.001,0.001,0,0.005,2,2.329,3,1.553,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,yYgNYc0yL80,claimed,self,PK,0.087,0.087,0.087,0,0.158,542,0.292,548,0.289,0,0
20190111,UCb2iEG1CZVwGCC1VQaRo7ZQ,64Uxj6x2lLc,claimed,self,VN,0,0,0,0,0.001,1,0.708,1,0.708,0,0
20190111,UCxQAr3INJxTZIsDpKV_LfGQ,ehtpiMZ_GFk,claimed,self,VN,0.001,0.001,0.001,0,0.001,3,0.384,3,0.384,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,5jXBbk80XQA,claimed,self,AT,0.005,0.005,0.005,0,0.01,5,1.939,5,1.939,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,QozkfoGm-YU,claimed,self,SG,0.006,0.006,0.006,0,0.01,2,5.042,2,5.042,0,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,Ldvq9Q6qbxM,claimed,self,DE,0.026,0.026,0.026,0,0.047,3,15.68,3,15.68,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,z2pfy7HvPwc,claimed,self,VN,0.001,0.001,0.001,0,0.002,1,1.84,1,1.84,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,CvdXsHeV8gY,claimed,self,AT,0.002,0.002,0.002,0,0.004,17,0.219,20,0.186,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,GfG--uCBZsg,claimed,self,VN,0,0,0,0,0,1,0.442,1,0.442,0,0
20190111,UCb2iEG1CZVwGCC1VQaRo7ZQ,NrdkYF6lH-0,claimed,self,VN,0.007,0.007,0.007,0,0.013,4,3.17,4,3.17,0,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,ybZYH523hoo,claimed,self,JP,0.066,0.066,0.066,0,0.119,93,1.281,93,1.281,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,pSFWaT8ZpAI,claimed,self,TR,0.059,0.059,0.059,0,0.108,176,0.613,189,0.571,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,CaOoSQSnsXQ,claimed,self,ZA,0,0,0,0,0,2,0.009,2,0.009,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,jFZSVUZ4C-g,claimed,self,DK,0.003,0.003,0.003,0,0.006,1,5.922,1,5.922,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,jXXCdM2JHXo,claimed,self,VN,0.006,0.006,0.005,0.001,0.011,14,0.792,14,0.792,0,0
20190111,UCypT4ktkbLx9kE3cehVKAhA,g1rVQTA1zdk,claimed,self,TH,0.001,0.001,0.001,0,0.001,1,1.257,1,1.257,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,pSFWaT8ZpAI,claimed,self,TJ,0,0,0,0,0,1,0.362,1,0.362,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,zA3S8uXfO9c,claimed,self,VN,0.168,0.168,0.151,0.016,0.304,123,2.475,258,1.18,0,0
20190111,UCnp291tDquOa2Mz3LxY9Iew,DXmgjNNl98w,claimed,self,VN,0.002,0.002,0.002,0,0.003,4,0.83,4,0.83,0,0
20190111,UCYhCL52IT71aqnvmscI-aZw,98vS5saKlGM,claimed,self,VN,0.001,0.001,0.001,0,0.002,1,2.064,1,2.064,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,XraLEQFjBt0,claimed,self,KE,0.002,0.002,0.002,0,0.004,2,1.813,2,1.813,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,jFZSVUZ4C-g,claimed,self,CH,0.004,0.004,0.004,0,0.007,4,1.758,4,1.758,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,jXXCdM2JHXo,claimed,self,HK,0.002,0.002,0.002,0,0.003,1,3.407,1,3.407,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,xLQzQGzuEAI,claimed,self,AU,0.027,0.027,0.027,0,0.049,5,9.743,5,9.743,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,zA3S8uXfO9c,claimed,self,HK,0.021,0.021,0.021,0,0.038,3,12.753,7,5.466,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,I-BnNLxBoME,claimed,self,RU,0.001,0.001,0.001,0,0.002,2,0.759,2,0.759,0,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,xcY-d3pQvdo,claimed,self,UA,0,0,0,0,0,4,0.005,4,0.005,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,4IycQgvvCjs,claimed,self,NL,0.005,0.005,0.005,0,0.009,1,9.082,1,9.082,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,HPXUpi4dpSw,claimed,self,MY,0.009,0.009,0.009,0,0.016,12,1.302,12,1.302,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,x40D1RPKx80,claimed,self,GB,0.004,0.004,0.004,0,0.007,5,1.395,5,1.395,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,ntoi5hH-Wbc,claimed,self,TW,0.002,0.002,0.002,0,0.003,1,3.035,1,3.035,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,EeSegvg0-w4,claimed,self,DZ,0,0,0,0,0,1,0.239,1,0.239,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,ispTFc9s-Lo,claimed,self,UA,0.001,0.001,0.001,0,0.001,1,1.298,1,1.298,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,1Azhsu5SX5A,claimed,self,VN,0.057,0.057,0.057,0,0.103,90,1.149,90,1.149,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,pSFWaT8ZpAI,claimed,self,QA,0.002,0.002,0.002,0,0.003,16,0.186,16,0.186,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,CTGypeY_dxY,claimed,self,MY,0,0,0,0,0,3,0.045,6,0.022,0,0
20190111,UCb2iEG1CZVwGCC1VQaRo7ZQ,QLeNPqWtvyw,claimed,self,FI,0.001,0.001,0.001,0,0.002,1,2.369,1,2.369,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,hXbcYqz0rdY,claimed,self,JP,0.003,0.003,0.003,0,0.006,2,3.112,2,3.112,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,zUakwYKVBGY,claimed,self,VN,0.164,0.164,0.164,0,0.298,260,1.147,407,0.733,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,5feUrbxBCts,claimed,self,VN,0,0,0,0,0,1,0.144,3,0.048,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,ZoWKYgSxMQA,claimed,self,PK,0.012,0.012,0.012,0,0.022,81,0.274,79,0.281,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,9R5ZbGX8IjU,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.627,2,0.627,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,BPP-8hzh7mU,claimed,self,FR,0.011,0.011,0.011,0,0.021,13,1.587,15,1.375,0,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,buIu8TNtnzU,claimed,self,BR,0,0,0,0,0,1,0.492,1,0.492,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,PJWxl2nNBos,claimed,self,JM,0.001,0.001,0.001,0,0.002,9,0.177,9,0.177,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,XETZP1BtVdQ,claimed,self,VN,0,0,0,0,0.001,2,0.432,2,0.432,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,VpvQVbXeLO0,claimed,self,VN,0.035,0.035,0.035,0,0.063,71,0.88,84,0.744,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,6CsLHHVTvc8,claimed,self,VN,0.126,0.126,0.126,0,0.228,154,1.482,191,1.195,0,0
20190111,UCZvcMJ-YMxS9foXA049ZrtA,_EmKS7blCx4,claimed,self,AU,0.004,0.004,0.004,0,0.007,1,6.693,1,6.693,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,KTGhCOOhVyQ,claimed,self,AU,0.005,0.005,0.005,0,0.01,1,9.91,1,9.91,0,0
20190111,UCxkC-Qes_tz0xuQwjaquTzw,l2QKn9gA9KY,claimed,self,SN,0,0,0,0,0,1,0.426,1,0.426,0,0
20190111,UC1CeYWtAz6CpHIgOC3DXQhw,41TLfrmZuSM,claimed,self,GE,0.001,0.001,0.001,0,0.001,1,1.092,1,1.092,0,0
20190111,UCb2iEG1CZVwGCC1VQaRo7ZQ,y5PKN6p_1bU,claimed,self,IN,0.005,0.005,0.005,0,0.01,11,0.889,12,0.815,0,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,9iK4Kjqytks,claimed,self,MA,0.002,0.002,0.002,0,0.004,2,2.054,2,2.054,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,HNg9LtHlykc,claimed,self,GB,0.002,0.002,0.002,0,0.003,6,0.574,6,0.574,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,zjZO9GoWPLE,claimed,self,ID,0.001,0.001,0.001,0,0.003,1,2.719,1,2.719,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,ECHG92ynKPc,claimed,self,MY,0.02,0.02,0.02,0,0.037,13,2.832,14,2.63,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,DGQXd-M25Z0,claimed,self,FR,0.017,0.017,0.017,0,0.03,9,3.383,9,3.383,0,0
20190111,UC_2Wbh0vaQ6GlTFSVxSG3vw,g3Bj8DAUQR4,claimed,self,US,0.093,0.055,0.055,0,0.099,17,5.845,22,4.517,0.039,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,QEF645_sXRw,claimed,self,KR,0.02,0.02,0.02,0,0.036,7,5.125,13,2.76,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,w0idO1-iGIw,claimed,self,VN,0.005,0.005,0.005,0,0.01,16,0.608,17,0.572,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,C-yAU7yp7-w,claimed,self,KR,0.001,0.001,0.001,0,0.003,1,2.578,1,2.578,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,BPP-8hzh7mU,claimed,self,MA,0.005,0.005,0.005,0,0.01,5,1.934,5,1.934,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,JmNyFSU12VA,claimed,self,GB,0.033,0.033,0.025,0.009,0.061,41,1.482,45,1.35,0,0
20190111,UC_2Wbh0vaQ6GlTFSVxSG3vw,z4pY25Dx548,claimed,self,US,0.011,0.011,0.011,0,0.019,2,9.7,2,9.7,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,Ls9y2flpAfM,claimed,self,SG,0.001,0.001,0.001,0,0.002,2,0.829,2,0.829,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,we_2CWYK--A,claimed,self,VN,0.047,0.047,0.047,0,0.086,284,0.303,301,0.286,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,UQSCyr4UVWM,claimed,self,VN,0.003,0.003,0.003,0,0.005,4,1.359,4,1.359,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,l01Q8AvytwA,claimed,self,NG,0.435,0.435,0.435,0,0.79,203,3.893,202,3.913,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,BF,0.007,0.007,0.007,0,0.013,5,2.548,5,2.548,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,2AH9DHuwU0c,claimed,self,AU,0.01,0.01,0,0.01,0.019,1,18.895,1,18.895,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,rjfHy4-0wZs,claimed,self,VN,0.003,0.003,0.003,0,0.005,13,0.364,13,0.364,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,rjcsgwk1U-s,claimed,self,US,0.007,0.007,0.007,0,0.012,3,3.945,6,1.972,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,76cIBDWuLtk,claimed,self,VN,0,0,0,0,0.001,3,0.258,3,0.258,0,0
20190111,UCxQAr3INJxTZIsDpKV_LfGQ,HMLEUHIpRFg,claimed,self,US,0.17,0.17,0.17,0,0.309,5,61.726,7,44.09,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,2aXgPAoTjpI,claimed,self,JP,0.001,0.001,0.001,0,0.001,1,1.085,1,1.085,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,MsnW5GO4TTc,claimed,self,SG,0.002,0.002,0.002,0,0.003,3,0.952,4,0.714,0,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,YuR79LMH6GQ,claimed,self,KE,0,0,0,0,0,9,0.014,9,0.014,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,jvq-iXqGz1U,claimed,self,VN,0.003,0.003,0.003,0,0.006,8,0.726,10,0.581,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,sknG2ISeQHU,claimed,self,PH,0.004,0.004,0.004,0,0.007,3,2.26,3,2.26,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Ixyw6PEZxiQ,claimed,self,MY,0.005,0.005,0.005,0,0.009,13,0.667,15,0.578,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,gkwJpAOGsoA,claimed,self,JP,0.012,0.012,0.012,0,0.022,10,2.17,12,1.808,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,UKppAuV39XE,claimed,self,VN,0.001,0.001,0.001,0,0.003,2,1.292,2,1.292,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,GEIhpOEL36I,claimed,self,KH,0.001,0.001,0.001,0,0.001,2,0.463,2,0.463,0,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,BtzI592Kois,claimed,self,AR,0.006,0.006,0.006,0,0.01,12,0.863,12,0.863,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,QT-d8fEzpFc,claimed,self,BA,0.001,0.001,0.001,0,0.001,1,1.074,1,1.074,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,csmoQ45rGbI,claimed,self,GB,0.002,0.002,0.002,0,0.004,3,1.182,3,1.182,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,GTMGGUksOD8,claimed,self,JP,0,0,0,0,0,2,0.153,13,0.024,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,C-ZtDTMtFuo,claimed,self,VN,0.003,0.003,0.003,0,0.005,3,1.542,3,1.542,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Zlmqa3tXOaA,claimed,self,KE,0.001,0.001,0.001,0,0.002,2,0.777,1,1.554,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,_oazx9d_dgE,claimed,self,KR,0.277,0.265,0.265,0,0.482,143,3.373,207,2.33,0.012,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,BPP-8hzh7mU,claimed,self,ES,0,0,0,0,0,3,0.122,3,0.122,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,uHBUwgppa9I,claimed,self,VN,0.312,0.312,0.294,0.018,0.567,800,0.709,896,0.633,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,5jXBbk80XQA,claimed,self,LC,0.001,0.001,0.001,0,0.001,1,1.494,1,1.494,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,l01Q8AvytwA,claimed,self,BE,0.111,0.111,0.111,0,0.202,50,4.031,50,4.031,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,7EvbVTzbW4E,claimed,self,VN,0.343,0.343,0.329,0.014,0.623,1015,0.614,739,0.843,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,DGQXd-M25Z0,claimed,self,MT,0.008,0.008,0.008,0,0.015,9,1.622,10,1.46,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,lg0Si3RgMvQ,claimed,self,US,0.005,0.005,0.005,0,0.008,6,1.376,6,1.376,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,kBva_Qf2ybU,claimed,self,US,0.002,0.002,0.002,0,0.004,4,0.993,5,0.795,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,hxEZt9DSqrM,claimed,self,AU,0.02,0.019,0.019,0,0.035,1,35.449,1,35.449,0.001,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,JmNyFSU12VA,claimed,self,GD,0.001,0.001,0.001,0,0.001,1,1.135,1,1.135,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,sknG2ISeQHU,claimed,self,AU,0.087,0.087,0.077,0.01,0.158,33,4.799,33,4.799,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,SxsAVcXZc50,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.534,2,0.534,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,CaOoSQSnsXQ,claimed,self,IQ,0,0,0,0,0,4,0.002,4,0.002,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,DGQXd-M25Z0,claimed,self,ES,0.002,0.002,0.002,0,0.003,4,0.867,5,0.693,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,SA8lh2sHfFk,claimed,self,NG,0.001,0.001,0.001,0,0.001,2,0.546,2,0.546,0,0
20190111,UCxQAr3INJxTZIsDpKV_LfGQ,6lFbh74_UjA,claimed,self,TW,0,0,0,0,0,3,0.158,4,0.119,0,0
20190111,UC1CeYWtAz6CpHIgOC3DXQhw,tbQJpyaLwKk,claimed,self,PL,0.001,0.001,0.001,0,0.002,3,0.656,7,0.281,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,L-KQYNQ25Fc,claimed,self,US,0.002,0,0,0,0,0,0,0,0,0.002,0
20190111,UCipHWim9P0HEcScbiorqyEA,XEmwuUNzxEY,claimed,self,VN,0.001,0.001,0.001,0,0.002,5,0.498,5,0.498,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,yKM6LI4xQOQ,claimed,self,JP,0.022,0.022,0.022,0,0.041,8,5.067,10,4.054,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,PHtenVUmPNQ,claimed,self,RO,0.001,0.001,0.001,0,0.002,1,2.349,1,2.349,0,0
20190111,UCnp291tDquOa2Mz3LxY9Iew,G04NLJw-FzA,claimed,self,VN,0,0,0,0,0.001,4,0.167,4,0.167,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,ZDsoO-yi0TM,claimed,self,VN,0.001,0.001,0.001,0,0.002,2,0.823,2,0.823,0,0
20190111,UCyt-QAsMUqDhC4tbwanWUlQ,M6BNMyfXsRw,claimed,self,TW,0.002,0.002,0.002,0,0.004,2,2.046,2,2.046,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,-WE2PCHSeB4,claimed,self,US,0.008,0.008,0.008,0,0.014,4,3.488,4,3.488,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,DGQXd-M25Z0,claimed,self,DK,0.015,0.015,0.015,0,0.028,9,3.071,9,3.071,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,ws5HMJhMpIg,claimed,self,FR,0.001,0.001,0.001,0,0.001,1,1.247,1,1.247,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,l746Mx9dcII,claimed,self,RU,0.052,0.052,0.052,0,0.094,83,1.135,88,1.071,0,0
20190111,UCRr7SQnvbQbBu67S2c31yvw,7zra-8Dz3d4,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.61,2,0.61,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,sYSai7AkEzA,claimed,self,RO,0.001,0.001,0.001,0,0.001,1,1.289,1,1.289,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,DGQXd-M25Z0,claimed,self,CH,0.019,0.019,0.019,0,0.034,17,1.986,17,1.986,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,QwqCfi61x2Q,claimed,self,KR,0.004,0.004,0.004,0,0.008,2,4.068,2,4.068,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,l01Q8AvytwA,claimed,self,TH,0.158,0.158,0.154,0.003,0.286,410,0.698,413,0.693,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,o6KIbLKN4t8,claimed,self,US,0.001,0,0,0,0,0,0,0,0,0.001,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,VM2iGxoMOO4,claimed,self,QA,0,0,0,0,0,1,0.02,1,0.02,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Li923v65O1Y,claimed,self,ID,0.002,0.002,0.002,0,0.003,5,0.643,4,0.804,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,EAmzjI4ySac,claimed,self,KH,0.006,0.006,0.006,0,0.011,6,1.801,6,1.801,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,zKDoFrj_zFo,claimed,self,ZA,0.001,0.001,0.001,0,0.002,1,1.848,1,1.848,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,99X6zIUf3bs,claimed,self,US,0,0,0,0,0,1,0.177,1,0.177,0,0
20190111,UCZvcMJ-YMxS9foXA049ZrtA,UkoEPzhNlQI,claimed,self,RU,0.001,0.001,0.001,0,0.001,1,1.297,1,1.297,0,0
20190111,UCHXT6hcUpi8NAiHRu622CUw,nVcdeiIG5Pc,claimed,self,VN,0,0,0,0,0,4,0.028,6,0.019,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,ZQq_wEBkjIs,claimed,self,JM,0,0,0,0,0,1,0.014,1,0.014,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,coxNZ9P6MgM,claimed,self,LA,0,0,0,0,0,1,0.15,1,0.15,0,0
20190111,UC_2Wbh0vaQ6GlTFSVxSG3vw,-p2SBK_XHWc,claimed,self,VN,0.026,0.026,0.026,0,0.048,7,6.869,13,3.699,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,LivVKZEyC5M,claimed,self,US,0.003,0.003,0.003,0,0.005,3,1.742,4,1.307,0,0
20190111,UClwnx0YD7cmueC-NveViVHA,SatA35VTgI8,claimed,self,AU,0.029,0.029,0.029,0,0.053,3,17.702,3,17.702,0,0
20190111,UCZvcMJ-YMxS9foXA049ZrtA,zjEwGCaEFng,claimed,self,VN,0.002,0.002,0.002,0,0.004,4,1.095,5,0.876,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,C-yAU7yp7-w,claimed,self,SE,0.013,0.013,0.013,0,0.024,5,4.826,6,4.021,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,r6iCR5lEvmQ,claimed,self,NL,0.007,0.007,0,0.007,0.013,2,6.317,2,6.317,0,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,YuR79LMH6GQ,claimed,self,AE,0.022,0.022,0.022,0,0.04,19,2.097,20,1.992,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,fLDGXfd_v2g,claimed,self,KH,0.001,0.001,0.001,0,0.001,1,1.275,1,1.275,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,we9ICcbWTDo,claimed,self,GE,0.001,0.001,0.001,0,0.002,1,1.907,1,1.907,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,DBU0NnUoawE,claimed,self,TW,0.001,0.001,0.001,0,0.001,4,0.235,4,0.235,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,6aIPFdMwjtY,claimed,self,VN,0.002,0.002,0.002,0,0.003,4,0.724,5,0.579,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,Yn6zH76dSww,claimed,self,NO,0.011,0.011,0,0.011,0.02,2,9.959,2,9.959,0,0
20190111,UCnp291tDquOa2Mz3LxY9Iew,21fSmZ4w0hs,claimed,self,VN,0.001,0.001,0.001,0,0.001,1,1.186,1,1.186,0,0
20190111,UCxkC-Qes_tz0xuQwjaquTzw,x1zlGbsPUQQ,claimed,self,PK,0.001,0.001,0.001,0,0.002,4,0.384,4,0.384,0,0
20190111,UCdvku_uO3vJbEP4O7wOTwbw,WvhSBBKYAVs,claimed,thirdParty,RU,0.001,0.001,0.001,0,0.001,2,0.69,2,0.69,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,we9ICcbWTDo,claimed,self,FI,0.003,0.003,0.003,0,0.006,4,1.581,4,1.581,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,bVGSywCoxNU,claimed,self,JM,0,0,0,0,0,1,0.205,3,0.068,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,JR93LYl29Lg,claimed,self,MY,0.001,0.001,0.001,0,0.001,1,0.958,1,0.958,0,0
20190111,UCxQAr3INJxTZIsDpKV_LfGQ,98ySEfhtR78,claimed,self,VN,0.008,0.008,0.008,0,0.015,6,2.533,9,1.689,0,0
20190111,UCag_pQZXT-mPS94lr1_jZyA,H1qudMJdGns,claimed,self,GB,0.002,0.002,0.002,0,0.003,2,1.633,2,1.633,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,I6a7iq9hMLE,claimed,self,DK,0.009,0.009,0.009,0,0.017,4,4.201,4,4.201,0,0
