date,channel_id,video_id,claimed_status,uploader_type,country_code,estimated_partner_revenue,estimated_partner_ad_revenue,estimated_partner_ad_auction_revenue,estimated_partner_ad_reserved_revenue,estimated_youtube_ad_revenue,estimated_monetized_playbacks,estimated_playback_based_cpm,ad_impressions,estimated_cpm,estimated_partner_red_revenue,estimated_partner_transaction_revenue
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,_KBrMF4wNqU,claimed,self,AR,0.002,0.002,0.002,0,0.003,3,0.923,5,0.554,0,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,KcoKO_6T0RA,claimed,self,PH,0.011,0.011,0.011,0,0.02,25,0.811,32,0.633,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,Nb-TTHeyOKc,claimed,self,PL,0.001,0.001,0.001,0,0.002,2,1.065,2,1.065,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,l01Q8AvytwA,claimed,self,HU,0.021,0.021,0.021,0,0.037,26,1.433,26,1.433,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,ueuWnwbmj7s,claimed,self,SG,0.001,0.001,0.001,0,0.001,3,0.448,3,0.448,0,0
20190111,UCyt-QAsMUqDhC4tbwanWUlQ,hjcPcioxSeM,claimed,self,VN,0.003,0.003,0.001,0.002,0.006,6,1.008,8,0.756,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,ry_XibUPIkg,claimed,self,VN,0.001,0.001,0.001,0,0.002,2,0.933,2,0.933,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,6nKHFdEtUpo,claimed,self,VN,0,0,0,0,0,3,0.159,3,0.159,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,yYgNYc0yL80,claimed,self,PH,0.027,0.027,0.027,0,0.049,215,0.229,242,0.203,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,-IlrMIv7h1k,claimed,self,ZA,0.008,0.008,0.008,0,0.015,3,5.069,3,5.069,0,0
20190111,UCz1LaJzBXTaAZDtJq4hqiMw,9PT_ltA4HFc,claimed,self,VN,0.006,0.006,0.006,0,0.011,11,1.006,15,0.738,0,0
20190111,UCRr7SQnvbQbBu67S2c31yvw,tz8Cyy-ZjRI,claimed,self,VN,0.006,0.006,0.006,0,0.011,7,1.541,13,0.83,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,95IRB_GuNEk,claimed,self,CA,0.002,0.002,0.002,0,0.004,1,3.931,1,3.931,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,zjZO9GoWPLE,claimed,self,ES,0.015,0.015,0.015,0,0.027,4,6.685,5,5.348,0,0
20190111,UCFpT4AHklOEKrdqwmpCMO5g,qmy6tIOqUjQ,claimed,self,US,0.015,0.015,0.015,0,0.027,3,8.863,3,8.863,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,P5G_ayeC3uQ,claimed,self,VN,0.01,0.01,0.009,0.001,0.018,37,0.492,42,0.433,0,0
20190111,UC_2Wbh0vaQ6GlTFSVxSG3vw,U19mScoURQA,claimed,self,VN,0.047,0.047,0.045,0.001,0.085,38,2.233,62,1.368,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,PHtenVUmPNQ,claimed,self,KR,0.001,0.001,0.001,0,0.002,3,0.754,3,0.754,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,bVGSywCoxNU,claimed,self,AE,0.001,0.001,0.001,0,0.002,1,2.495,1,2.495,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,Nd4z8tXc7LE,claimed,self,VN,0,0,0,0,0,4,0.021,5,0.017,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,QAgXSIU-Uvg,claimed,self,US,0.002,0.002,0.002,0,0.004,3,1.249,3,1.249,0,0
20190111,UCb2iEG1CZVwGCC1VQaRo7ZQ,y5PKN6p_1bU,claimed,self,VN,0.025,0.025,0.025,0,0.046,136,0.339,147,0.313,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,kXI37mZY5C0,claimed,self,MM,0.001,0.001,0.001,0,0.001,1,1.341,1,1.341,0,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,KcoKO_6T0RA,claimed,self,AU,0.135,0.135,0.124,0.01,0.245,25,9.784,36,6.795,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,m4QXk_MjDzs,claimed,self,TZ,0.001,0.001,0.001,0,0.002,2,0.826,3,0.55,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,LR,0.001,0.001,0.001,0,0.002,1,1.625,1,1.625,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,SA8lh2sHfFk,claimed,self,SG,0.007,0.007,0.007,0,0.013,9,1.4,9,1.4,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,3dkUb9xm2Ko,claimed,self,TH,0,0,0,0,0,2,0.166,2,0.166,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,EAmzjI4ySac,claimed,self,MX,0.037,0.037,0.037,0,0.068,37,1.833,37,1.833,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,we9ICcbWTDo,claimed,self,IT,0.013,0.013,0.013,0,0.023,30,0.761,30,0.761,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Y9aiuLwjnv0,claimed,self,SG,0.019,0.019,0,0.019,0.034,7,4.917,7,4.917,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,06cCnWblsjA,claimed,self,VN,0.002,0.002,0.002,0,0.004,10,0.429,10,0.429,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,CPmhIq4Rp_k,claimed,self,MY,0.124,0.124,0.124,0,0.226,93,2.427,95,2.376,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,-QlVSZeiqm0,claimed,self,US,0.004,0.004,0.004,0,0.007,2,3.488,2,3.488,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,372w-kiQ0n4,claimed,self,DK,0.002,0.002,0.002,0,0.004,3,1.288,5,0.773,0,0
20190111,UCyt-QAsMUqDhC4tbwanWUlQ,6VXqc8noxeU,claimed,self,US,0.004,0.004,0.004,0,0.007,1,7.061,1,7.061,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,yYgNYc0yL80,claimed,self,AU,0.001,0,0,0,0,0,0,0,0,0.001,0
20190111,UCkBngOIJHGZSIQsrJ-ujIuQ,BtzI592Kois,claimed,self,DE,0.015,0.015,0.015,0,0.027,17,1.603,17,1.603,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,NTNHG_cb0UU,claimed,self,CA,0.006,0.005,0.005,0,0.009,3,3.132,2,4.697,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,UoTvVCdIJU4,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.596,2,0.596,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,sVRDgwYbKko,claimed,self,JP,0.001,0.001,0.001,0,0.002,2,0.913,2,0.913,0,0
20190111,UClwnx0YD7cmueC-NveViVHA,i3DV_YJKrAo,claimed,self,VN,0,0,0,0,0.001,1,0.538,1,0.538,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,kXI37mZY5C0,claimed,self,BR,0.002,0.002,0.002,0,0.003,2,1.506,2,1.506,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,372w-kiQ0n4,claimed,self,CH,0.001,0.001,0.001,0,0.002,2,0.942,2,0.942,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,93G9lfLfb2Y,claimed,self,VN,0.004,0.004,0.004,0,0.007,32,0.221,29,0.244,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,mWqDQyhykws,claimed,self,SG,0.001,0.001,0.001,0,0.002,2,1.052,2,1.052,0,0
20190111,UCnp291tDquOa2Mz3LxY9Iew,0W15NShMAU4,claimed,self,VN,0.003,0.003,0.003,0,0.006,1,6.074,1,6.074,0,0
20190111,UCb2iEG1CZVwGCC1VQaRo7ZQ,4WMOlehPdOY,claimed,self,VN,0,0,0,0,0,1,0.269,1,0.269,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,LELLBYBX7K0,claimed,self,VN,0.011,0.011,0.008,0.003,0.02,31,0.654,44,0.461,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,5jXBbk80XQA,claimed,self,KH,0.079,0.079,0.079,0,0.144,76,1.892,77,1.867,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,twfanLs8dVA,claimed,self,MT,0.001,0.001,0.001,0,0.002,1,1.558,1,1.558,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,XXYOPkTmW1s,claimed,self,MY,0.001,0.001,0.001,0,0.002,1,1.588,1,1.588,0,0
20190111,UCZvcMJ-YMxS9foXA049ZrtA,BHtDDLVdeOQ,claimed,self,VN,0.001,0.001,0.001,0,0.002,5,0.458,7,0.327,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,uzOQCOF5yko,claimed,self,JM,0,0,0,0,0.001,2,0.28,2,0.28,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,jqj8PO815PQ,claimed,self,LA,0,0,0,0,0,1,0.067,1,0.067,0,0
20190111,UCVjf6JL7Pg1j23h2hyZBYMg,nHFVfpwsOjo,claimed,self,GB,0.007,0.007,0.007,0,0.013,3,4.435,6,2.218,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,CvdXsHeV8gY,claimed,self,KH,0.003,0.003,0.003,0,0.005,9,0.583,9,0.583,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,vIHpR9-flxA,claimed,self,HU,0.002,0.002,0.002,0,0.004,2,1.95,2,1.95,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,AaPS-7dhdqI,claimed,self,JP,0.002,0.002,0.002,0,0.003,2,1.388,2,1.388,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,VhInIZpRbWI,claimed,self,VN,0.01,0.01,0.01,0,0.019,8,2.355,8,2.355,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,dekftOs6lXA,claimed,self,DE,0.019,0.019,0.019,0,0.034,12,2.868,12,2.868,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,ZoWKYgSxMQA,claimed,self,CL,0.014,0.014,0.014,0,0.026,17,1.515,17,1.515,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,mlVNguMY5k8,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.495,2,0.495,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,m4QXk_MjDzs,claimed,self,NL,0.002,0.002,0.002,0,0.004,4,1.077,5,0.862,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,jda6p2tqpek,claimed,self,SE,0.002,0.002,0.002,0,0.003,2,1.651,9,0.367,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,ZoWKYgSxMQA,claimed,self,PH,0.01,0.01,0.01,0,0.019,58,0.323,58,0.323,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,GCpPTkMuwZ0,claimed,self,SG,0.002,0.002,0.002,0,0.003,2,1.541,2,1.541,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,3qpNiI1Iosk,claimed,self,AE,0.002,0.002,0.002,0,0.003,6,0.521,6,0.521,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,yYgNYc0yL80,claimed,self,BW,0.001,0.001,0.001,0,0.001,1,1.37,1,1.37,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,dXipLwrtO6A,claimed,self,PL,0.002,0.002,0.002,0,0.003,1,3.454,1,3.454,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,xLQzQGzuEAI,claimed,self,GB,0.017,0.017,0.017,0,0.032,35,0.908,43,0.739,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,aMQUou7CSCo,claimed,self,PL,0.002,0.002,0.002,0,0.003,1,3.454,1,3.454,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,A-f88fj5b10,claimed,self,DK,0,0,0,0,0.001,1,0.867,1,0.867,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Li923v65O1Y,claimed,self,MT,0.002,0.002,0.002,0,0.003,3,1.032,4,0.774,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,yXGnjbnnil0,claimed,self,MY,0.004,0.004,0.004,0,0.007,5,1.464,5,1.464,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,ZbJnp7dcis0,claimed,self,GB,0.004,0.004,0.004,0,0.007,5,1.404,10,0.702,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,9hru4fhHYMc,claimed,self,US,0.003,0.003,0.003,0,0.005,2,2.405,2,2.405,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,hfOnGDHW_h8,claimed,self,KH,0,0,0,0,0,1,0.304,1,0.304,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,7EvbVTzbW4E,claimed,self,RU,0,0,0,0,0,2,0.105,1,0.211,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,TC,0.005,0.005,0.005,0,0.01,1,9.7,1,9.7,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,VekfSNPlGG0,claimed,self,US,0.083,0.069,0.069,0,0.126,4,31.452,10,12.581,0.014,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,9Ynm13baQPg,claimed,self,MY,0.001,0.001,0.001,0,0.002,2,0.855,2,0.855,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,YV8Kwyz-4BI,claimed,self,VN,0.002,0.002,0.002,0,0.003,8,0.356,9,0.316,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,STAyyGlXW9Q,claimed,self,VN,0.003,0.003,0.003,0,0.005,17,0.314,24,0.223,0,0
20190111,UCxQAr3INJxTZIsDpKV_LfGQ,7_ipJ0walvM,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.641,2,0.641,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,uB5Sn9wsUgo,claimed,self,MX,0,0,0,0,0,6,0.002,6,0.002,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,ZoWKYgSxMQA,claimed,self,AU,0.138,0.138,0.138,0,0.251,11,22.785,11,22.785,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Li923v65O1Y,claimed,self,ES,0.006,0.006,0.006,0,0.012,3,3.927,3,3.927,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,TR,0.218,0.218,0.218,0,0.397,793,0.5,789,0.503,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,8n6yhsg3nXY,claimed,self,VN,0.001,0.001,0.001,0,0.003,3,0.883,3,0.883,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,5VJFCgbr7aU,claimed,self,SG,0.02,0.02,0.014,0.006,0.036,18,2.012,23,1.575,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,TJ,0,0,0,0,0,1,0.311,1,0.311,0,0
20190111,UCn3uUiUoWKLW0Lo-em-XQ2g,_6IbYTs04Is,claimed,self,VN,0.001,0.001,0.001,0,0.002,1,1.603,1,1.603,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,FOXaxU1kB3s,claimed,self,VN,0.003,0.003,0.003,0,0.005,16,0.31,17,0.292,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Li923v65O1Y,claimed,self,DK,0.005,0.005,0.005,0,0.009,2,4.46,2,4.46,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,czhl1wQHEsA,claimed,self,TH,0.009,0.009,0.009,0,0.016,4,3.901,4,3.901,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,zA3S8uXfO9c,claimed,self,TW,0.002,0.002,0.002,0,0.004,2,2.014,2,2.014,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,PHtenVUmPNQ,claimed,self,SE,0.003,0.003,0.003,0,0.005,3,1.626,19,0.257,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,oNbi7LH27qs,claimed,self,AU,0.011,0.011,0.011,0,0.019,8,2.436,9,2.165,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,m5VSC3U9dDA,claimed,self,GB,0.006,0.006,0.006,0,0.012,4,2.905,4,2.905,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,ggM4y_hn3TA,claimed,self,KH,0.001,0.001,0.001,0,0.003,2,1.318,2,1.318,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,bAE1eNBbezo,claimed,self,VN,0.123,0.123,0.123,0,0.223,274,0.814,307,0.726,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Li923v65O1Y,claimed,self,CH,0.002,0.002,0.002,0,0.004,2,2.079,7,0.594,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,xLQzQGzuEAI,claimed,self,DE,0.004,0.004,0.004,0,0.008,4,1.912,5,1.53,0,0
20190111,UC42rHKsPLtfJMxWU-CWTeFQ,vDvNneahADU,claimed,self,VN,0.017,0.017,0.017,0,0.03,30,1.004,26,1.158,0,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,kTzerN8v8gA,claimed,self,PH,0.001,0.001,0.001,0,0.002,1,1.954,1,1.954,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,N2mnQ7abgRI,claimed,self,VN,0.001,0.001,0,0.001,0.003,5,0.533,10,0.267,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,Gb1pA6OKj8w,claimed,self,VN,0,0,0,0,0,1,0.06,1,0.06,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,BPP-8hzh7mU,claimed,self,EG,0.003,0.003,0.003,0,0.006,5,1.242,5,1.242,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,EAmzjI4ySac,claimed,self,DZ,0.002,0.002,0.002,0,0.004,11,0.364,11,0.364,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,4CNGLTSU6jI,claimed,self,VN,0.058,0.058,0.058,0,0.106,411,0.257,492,0.215,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,TxjK2sNZFuM,claimed,self,GB,0.001,0,0,0,0,0,0,0,0,0.001,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,-VpqdP-3sAo,claimed,self,KR,0.004,0.004,0.004,0,0.007,2,3.658,2,3.658,0,0
20190111,UCRP6wPuXh2ZqjKCrANXJZdw,N7q4yyRBAgE,claimed,self,VN,0.001,0.001,0.001,0,0.001,2,0.545,12,0.091,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,QA,0.004,0.004,0.004,0,0.008,49,0.161,49,0.161,0,0
20190111,UCxQAr3INJxTZIsDpKV_LfGQ,iaUTuyuK2_M,claimed,self,VN,0.007,0.007,0.007,0,0.013,21,0.604,41,0.309,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,Zdj2e7fFGcU,claimed,self,MY,0.001,0.001,0.001,0,0.001,1,1.439,1,1.439,0,0
20190111,UC0SwD4s4n_ckHzppH2groHA,sRQdpp7zR_0,claimed,self,VN,0,0,0,0,0,1,0.241,1,0.241,0,0
20190111,UCgBeh1ryYVPOj3F296pZQ8g,IZ57lXJNy5M,claimed,self,MY,0.001,0.001,0.001,0,0.002,1,1.668,1,1.668,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,_XFptv77vQY,claimed,self,GB,0,0,0,0,0.001,12,0.05,13,0.046,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,OvJywaULgNc,claimed,self,VN,0.094,0.094,0.094,0,0.17,156,1.092,178,0.957,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,DGQXd-M25Z0,claimed,self,EG,0.002,0.002,0.002,0,0.003,11,0.274,10,0.302,0,0
20190111,UC9YSngk5ablDGZiLJvvbKzQ,CaOoSQSnsXQ,claimed,self,IN,0.007,0.007,0.007,0,0.012,10,1.214,10,1.214,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,6CsLHHVTvc8,claimed,self,TW,0.003,0.003,0.003,0,0.006,2,3.068,3,2.046,0,0
20190111,UCi2_GBlJaCqBcr8vYL01hNQ,Dpf70T_L7F0,claimed,self,IN,0.001,0.001,0.001,0,0.002,7,0.32,7,0.32,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,GT,0.032,0.032,0.032,0,0.058,30,1.949,29,2.016,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,EAmzjI4ySac,claimed,self,OM,0.001,0.001,0.001,0,0.002,10,0.217,10,0.217,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,372w-kiQ0n4,claimed,self,IS,0.002,0.002,0.002,0,0.003,1,2.953,2,1.476,0,0
20190111,UCYhCL52IT71aqnvmscI-aZw,FZmvLDWvAN0,claimed,self,VN,0.001,0.001,0.001,0,0.001,9,0.127,14,0.082,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,EAmzjI4ySac,claimed,self,HR,0.001,0.001,0.001,0,0.001,1,1.227,1,1.227,0,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,sDShQrIuJxQ,claimed,self,IN,0.005,0.005,0.005,0,0.008,26,0.319,30,0.277,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,Ur6MpLmo934,claimed,self,KR,0,0,0,0,0.001,2,0.299,2,0.299,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,LTQ-2izAHm4,claimed,self,US,0.003,0.003,0.003,0,0.006,4,1.492,4,1.492,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,g5S3q4Iz_eE,claimed,self,RU,0.001,0,0,0,0,0,0,0,0,0.001,0
20190111,UCb2iEG1CZVwGCC1VQaRo7ZQ,gcI2Db-3n58,claimed,self,VN,0,0,0,0,0.001,2,0.355,2,0.355,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,7CQW6kMOZLE,claimed,self,IN,0.002,0.002,0.002,0,0.003,9,0.387,9,0.387,0,0
20190111,UCYhCL52IT71aqnvmscI-aZw,FZmvLDWvAN0,claimed,self,HK,0,0,0,0,0,1,0.137,3,0.046,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,KnHeL-vtEzk,claimed,self,VN,0.001,0.001,0.001,0,0.002,1,1.869,1,1.869,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,hxEZt9DSqrM,claimed,self,GB,0.001,0.001,0.001,0,0.001,5,0.257,5,0.257,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,YNtmAvwULQQ,claimed,self,GA,0.016,0.016,0.016,0,0.028,10,2.844,10,2.844,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,AWExwZpBPPo,claimed,self,VN,0.001,0.001,0.001,0,0.001,1,1.207,1,1.207,0,0
20190111,UCw0U1UG1kaJH-1oH_J83e7A,sknG2ISeQHU,claimed,self,GB,0.012,0.012,0.012,0,0.021,12,1.783,12,1.783,0,0
20190111,UCVczlRBeKRQDytypiSW7FvQ,9s4LPd6saNA,claimed,self,VN,0.001,0.001,0.001,0,0.002,5,0.419,5,0.419,0,0
20190111,UCyt-QAsMUqDhC4tbwanWUlQ,fKO4Ca-e_f4,claimed,self,VN,0.003,0.003,0.001,0.002,0.006,6,0.935,7,0.802,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,_XFptv77vQY,claimed,self,DE,0.004,0.004,0.004,0,0.007,2,3.477,3,2.318,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,iXJn7i4ymHo,claimed,self,VN,0.008,0.008,0.008,0,0.015,14,1.05,14,1.05,0,0
20190111,UC7gtDb_1xvM8nCe7YQAzkZg,xgHGwDmETFM,claimed,thirdParty,UA,0,0,0,0,0.003,4,0.677,4,0.677,0,0
20190111,UCA3FSL2BxktwLHmlWkdmc4A,6FQyn2lZsbo,claimed,self,VN,0.011,0.011,0.011,0,0.02,53,0.377,64,0.312,0,0
20190111,UCiu6Pc8Dix53ijEWSXRHNnQ,KcoKO_6T0RA,claimed,self,AR,0.001,0.001,0,0.001,0.003,1,2.645,1,2.645,0,0
20190111,UCVjf6JL7Pg1j23h2hyZBYMg,8Eb2vwVoEQ4,claimed,self,VN,0.002,0.002,0.002,0,0.004,6,0.655,7,0.561,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,ZiITEI14thU,claimed,self,ZA,0.001,0.001,0.001,0,0.002,1,1.95,1,1.95,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,ECaJYy3ebs4,claimed,self,BD,0,0,0,0,0,1,0.015,1,0.015,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,yYgNYc0yL80,claimed,self,AR,0.001,0.001,0.001,0,0.002,12,0.205,12,0.205,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,Fw75uP4VBxc,claimed,self,VN,0,0,0,0,0.001,1,0.768,1,0.768,0,0
20190111,UCt_Zg0AFREcfbuOcHyxNp_Q,3wvxdQe5GBI,claimed,self,VN,0.005,0.005,0.003,0.001,0.008,25,0.328,32,0.256,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,b5GVFK3sMX4,claimed,self,VN,0.001,0.001,0.001,0,0.002,1,1.726,1,1.726,0,0
20190111,UCq0mSKeROvWfBZxucSPYC_Q,uHBUwgppa9I,claimed,self,TW,0.002,0.002,0.002,0,0.004,4,1.107,4,1.107,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,BPP-8hzh7mU,claimed,self,EC,0.001,0.001,0.001,0,0.002,2,0.753,2,0.753,0,0
20190111,UCxQAr3INJxTZIsDpKV_LfGQ,K8XZQ6qLmUk,claimed,self,VN,0.006,0.006,0.006,0,0.011,18,0.632,20,0.569,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,5jXBbk80XQA,claimed,self,MV,0.002,0.002,0.002,0,0.003,1,3.378,1,3.378,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,bT-J7J5eQ5Q,claimed,self,GB,0.004,0.004,0.004,0,0.007,6,1.213,6,1.213,0,0
20190111,UCyt-QAsMUqDhC4tbwanWUlQ,hBjMKU0wi3s,claimed,self,VN,0.001,0.001,0.001,0,0.001,1,1.16,1,1.16,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,8PVWQWCmirM,claimed,self,CL,0.001,0.001,0.001,0,0.002,16,0.098,16,0.098,0,0
20190111,UCipHWim9P0HEcScbiorqyEA,b3GLSjMoyv0,claimed,self,VN,0,0,0,0,0.001,1,0.848,1,0.848,0,0
20190111,UCMyxS0UhDWoQXTq7yEcwuWw,c4W5hRyibgo,claimed,self,US,0.027,0.027,0.027,0,0.049,10,4.916,14,3.512,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,8PVWQWCmirM,claimed,self,PH,0.007,0.007,0.005,0.002,0.013,62,0.213,62,0.213,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,wFJVuGAarWU,claimed,self,AT,0.001,0.001,0.001,0,0.003,1,2.541,1,2.541,0,0
20190111,UCgb17I1QqqCmZg0QBYye3NA,faNPC62v_CE,claimed,self,AE,0.002,0.002,0.002,0,0.004,4,0.892,4,0.892,0,0
20190111,UCBsczXBx4PXjHzujuIq1kYg,l746Mx9dcII,claimed,self,ID,0.02,0.02,0.02,0,0.036,61,0.594,61,0.594,0,0
